name	translation
強化ボード7	强化面板7
味方全体が萌技で敵に与える物理ダメージを<daeg_pow:1>%増加させる。	我方全体使用萌技对敌人造成的物理伤害提升<daeg_pow:1>%。
強化ボード8	强化面板8
味方全体が通常攻撃以外のスキルで敵に与える物理ダメージを<daeg_pow:1>%増加させる。	我方全体使用普通攻击以外的技能对敌人造成的物理伤害提升<daeg_pow:1>%。
強化ボード9	强化面板9
味方全体が通常攻撃(反撃含む)で敵に与える物理ダメージを<daeg_pow:1>%増加させる。	我方全体使用普通攻击（包含反击）对敌人造成的物理伤害提升<daeg_pow:1>%。
強化ボード10	强化面板10
味方全体の物理攻撃のダメージ上限<daeg_pow:1>増加。	我方全体物理攻击的伤害上限增加<daeg_pow:1>。
強化ボード11	强化面板11
強化ボード12	强化面板12
強化ボード13	强化面板13
強化ボード14	强化面板14
強化ボード15	强化面板15
強化ボード16	强化面板16
強化ボード17	强化面板17
強化ボード18	强化面板18
強化ボード19	强化面板19
強化ボード20	强化面板20
強化ボード21	强化面板21
味方全体が敵に与える魔法ダメージを<daeg_pow:1>%増加させる。	我方全体对敌人造成的魔法伤害提升<daeg_pow:1>%。
強化ボード22	强化面板22
味方全体が萌技で敵に与える魔法ダメージを<daeg_pow:1>%増加させる。	我方全体使用萌技对敌人造成的魔法伤害提升<daeg_pow:1>%。
強化ボード23	强化面板23
味方全体が通常攻撃以外のスキルで敵に与える魔法ダメージを<daeg_pow:1>%増加させる。	我方全体使用普通攻击以外的技能对敌人造成的魔法伤害提升<daeg_pow:1>%。
強化ボード24	强化面板24
味方全体が通常攻撃(反撃含む)で敵に与える魔法ダメージを<daeg_pow:1>%増加させる。	我方全体使用普通攻击（包含反击）对敌人造成的魔法伤害提升<daeg_pow:1>%。
強化ボード25	强化面板25
味方全体の魔法攻撃のダメージ上限<daeg_pow:1>増加。	我方全体魔法攻击的伤害上限增加<daeg_pow:1>。
強化ボード26	强化面板26
強化ボード27	强化面板27
強化ボード28	强化面板28
強化ボード29	强化面板29
強化ボード30	强化面板30
強化ボード31	强化面板31
強化ボード32	强化面板32
強化ボード33	强化面板33
強化ボード34	强化面板34
強化ボード35	强化面板35
強化ボード36	强化面板36
味方全体が敵から受けるダメージを<daeg_pow:1>%減少させる。	我方全体受到敌人的伤害减少<daeg_pow:1>%。
強化ボード37	强化面板37
味方全体が敵の萌技・必殺技から受けるダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人萌技·必杀技的伤害减少<daeg_pow:1>%。
強化ボード38	强化面板38
味方全体が敵の通常攻撃以外のスキルから受けるダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人普通攻击以外的技能伤害减少<daeg_pow:1>%。
強化ボード39	强化面板39
味方全体が敵の通常攻撃（反撃含む）から受けるダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人普通攻击（包含反击）的伤害减少<daeg_pow:1>%。
強化ボード40	强化面板40
強化ボード41	强化面板41
味方全体が敵から受ける物理ダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人的物理伤害减少<daeg_pow:1>%。
強化ボード42	强化面板42
味方全体が敵の萌技・必殺技から受ける物理ダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人萌技·必杀技的物理伤害减少<daeg_pow:1>%。
強化ボード43	强化面板43
味方全体が敵の通常攻撃以外のスキルから受ける物理ダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人普通攻击以外的技能物理伤害减少<daeg_pow:1>%。
強化ボード44	强化面板44
強化ボード45	强化面板45
強化ボード46	强化面板46
強化ボード47	强化面板47
強化ボード48	强化面板48
強化ボード49	强化面板49
強化ボード50	强化面板50
強化ボード51	强化面板51
強化ボード52	强化面板52
強化ボード53	强化面板53
強化ボード54	强化面板54
強化ボード55	强化面板55
強化ボード56	强化面板56
味方全体が敵から受ける魔法ダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人的魔法伤害减少<daeg_pow:1>%。
強化ボード57	强化面板57
味方全体が敵の萌技・必殺技から魔法ダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人萌技·必杀技的魔法伤害减少<daeg_pow:1>%。
強化ボード58	强化面板58
味方全体が敵の通常攻撃以外のスキルから魔法ダメージを<daeg_pow:1>％減少させる。	我方全体受到敌人普通攻击以外的技能魔法伤害减少<daeg_pow:1>%。
強化ボード59	强化面板59
強化ボード60	强化面板60
強化ボード61	强化面板61
強化ボード62	强化面板62
強化ボード63	强化面板63
強化ボード64	强化面板64
強化ボード65	强化面板65
強化ボード66	强化面板66
強化ボード67	强化面板67
強化ボード68	强化面板68
強化ボード69	强化面板69
強化ボード70	强化面板70
強化ボード71	强化面板71
味方全体の最大HP<daeg_pow:1>%増加。	我方全体最大HP提升<daeg_pow:1>%。
強化ボード72	强化面板72
味方全体の回復量<daeg_pow:1>％増加。	我方全体回复量提升<daeg_pow:1>%。
強化ボード73	强化面板73
味方全体の回復上限<daeg_pow:1>増加。	我方全体回复上限增加<daeg_pow:1>。
強化ボード74	强化面板74
味方全体の全ての状態異常抵抗率が少し増加。	我方全体对所有异常状态的抵抗率略微提升。
強化ボード75	强化面板75
強化ボード76	强化面板76
強化ボード77	强化面板77
強化ボード78	强化面板78
強化ボード79	强化面板79
強化ボード80	强化面板80
強化ボード81	强化面板81
強化ボード82	强化面板82
強化ボード83	强化面板83
強化ボード84	强化面板84
強化ボード85	强化面板85
強化ボード86	强化面板86
強化ボード87	强化面板87
強化ボード88	强化面板88
強化ボード89	强化面板89
強化ボード90	强化面板90
強化ボード91	强化面板91
味方全体の魅了抵抗率増加。	我方全体魅惑抗性提升。
強化ボード92	强化面板92
味方全体のスタン抵抗率増加。	我方全体眩晕抗性提升。
強化ボード93	强化面板93
味方全体の睡眠抵抗率増加。	我方全体睡眠抗性提升。
強化ボード94	强化面板94
味方全体の忘却抵抗率増加。	我方全体遗忘抗性提升。
強化ボード95	强化面板95
強化ボード96	强化面板96
強化ボード97	强化面板97
強化ボード98	强化面板98
強化ボード99	强化面板99
強化ボード100	强化面板100
強化ボード101	强化面板101
強化ボード102	强化面板102
強化ボード103	强化面板103
強化ボード104	强化面板104
強化ボード105	强化面板105
雑魚：通常1	杂鱼：通常1
・スライム、浮遊、魔獣系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルを使用。 <br>・浮遊系エネミーがスタンを付与するスキルを使用。 <br>・魔獣系エネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·主要出现史莱姆、浮游、魔兽系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会使用物理攻击技能。<br>·浮游系敌人会使用赋予眩晕的技能。<br>·魔兽系敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
雑魚：通常2	杂鱼：通常2
・海産物、精霊、パウワー系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・海産物系エネミーがスタン・疲労を付与するスキルを使用。 <br>・精霊系エネミーが感電・刻印を付与するスキルを使用。	·主要出现海产、精灵、帕瓦系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·海产系敌人会使用赋予眩晕、疲劳的技能。<br>·精灵系敌人会使用赋予感电、刻印的技能。
雑魚：通常3	杂鱼：通常3
・フラーイ、鎧、聖獣系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・フラーイ系、鎧系エネミーがスタンを付与するスキルを使用。 <br>・聖獣系エネミーが鈍重・弱体・感電を付与するスキルを使用。	·主要出现弗莱、铠甲、圣兽系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·弗莱系、铠甲系敌人会使用赋予眩晕的技能。<br>·圣兽系敌人会使用赋予迟钝、弱体、感电的技能。
雑魚：通常4	杂鱼：通常4
・スライム、海産物、フラーイ系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・フラーイ系がスタンを付与するスキルを使用。 <br>・海産物系エネミーがスタン・疲労を付与するスキルを使用。	·主要出现史莱姆、海产、弗莱系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·弗莱系会使用赋予眩晕的技能。<br>·海产系敌人会使用赋予眩晕、疲劳的技能。
雑魚：通常5	杂鱼：通常5
・浮遊、魔獣、鎧系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・浮遊系エネミー、鎧系エネミーがスタンを付与するスキルを使用。 <br>・魔獣系エネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·主要出现浮游、魔兽、铠甲系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·浮游系敌人、铠甲系敌人会使用赋予眩晕的技能。<br>·魔兽系敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
雑魚：通常6	杂鱼：通常6
・魔獣、パウワー、聖獣系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・聖獣系エネミーが鈍重・弱体・感電を付与するスキルを使用。 <br>・魔獣系エネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·主要出现魔兽、帕瓦、圣兽系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·圣兽系敌人会使用赋予迟钝、弱体、感电的技能。<br>·魔兽系敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
雑魚：通常7	杂鱼：通常7
・フラーイ、パウワー、聖獣系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・フラーイ系がスタンを付与するスキルを使用。 <br>・魔獣系エネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·主要出现弗莱、帕瓦、圣兽系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·弗莱系会使用赋予眩晕的技能。<br>·魔兽系敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
雑魚：通常8	杂鱼：通常8
・魔獣、海産物、聖獣系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・聖獣系エネミーが鈍重・弱体・感電を付与するスキルを使用。 <br>・海産物系エネミーがスタン・疲労を付与するスキルを使用。 <br>・魔獣系エネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·主要出现魔兽、海产、圣兽系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·圣兽系敌人会使用赋予迟钝、弱体、感电的技能。<br>·海产系敌人会使用赋予眩晕、疲劳的技能。<br>·魔兽系敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
雑魚：物理有効1	杂鱼：物理有效1
・オパール、精霊系エネミーがメインで出現。<br>・出現するエネミーが魔法ダメージを軽減、または魔法反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが魔法攻撃スキルをメインで使用。<br>・オパール系エネミーが補助効果を解除するスキルを使用。<br>・精霊系エネミーが感電・刻印を付与するスキルを使用。	·主要出现蛋白石、精灵系敌人。<br>·出现的敌人会减轻魔法伤害或赋予魔法反射。<br>·部分异常状态有效。<br>·出现的敌人主要使用魔法攻击技能。<br>·蛋白石系敌人会使用解除辅助效果的技能。<br>·精灵系敌人会使用赋予感电、刻印的技能。
雑魚：物理有効2	杂鱼：物理有效2
・オパール、人間系エネミーがメインで出現。<br>・出現するエネミーが魔法ダメージを軽減、または魔法反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。<br>・オパール系エネミー、人間系エネミーが補助効果を解除するスキルを使用。<br>・人間系エネミーがスタン・感電・出血を付与するスキルを使用。	·主要出现蛋白石、人类系敌人。<br>·出现的敌人会减轻魔法伤害或赋予魔法反射。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·蛋白石系敌人、人类系敌人会使用解除辅助效果的技能。<br>·人类系敌人会使用赋予眩晕、感电、出血的技能。
雑魚：物理有効3	杂鱼：物理有效3
・精霊、人間系エネミーがメインで出現。<br>・出現するエネミーが魔法ダメージを軽減、または魔法反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。<br>・精霊系エネミーが感電・刻印を付与するスキルを使用。<br>・人間系エネミーがスタン・感電・出血を付与するスキルを使用。	·主要出现精灵、人类系敌人。<br>·出现的敌人会减轻魔法伤害或赋予魔法反射。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·精灵系敌人会使用赋予感电、刻印的技能。<br>·人类系敌人会使用赋予眩晕、感电、出血的技能。
雑魚：物理有効4	杂鱼：物理有效4
雑魚：物理有効5	杂鱼：物理有效5
雑魚：魔法有効1	杂鱼：魔法有效1
・魔鳥、ゴーレム系エネミーがメインで出現。<br>・出現するエネミーが物理ダメージを軽減、または物理反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃スキルを使用。<br>・ゴーレム系エネミーが補助効果を解除する必殺技を使用。<br>・魔鳥系エネミー、ゴーレム系エネミーがスタンを付与するスキルを使用。	·主要出现魔鸟、魔像系敌人。<br>·出现的敌人会减轻物理伤害或赋予物理反射。<br>·部分异常状态有效。<br>·出现的敌人会使用物理攻击技能。<br>·魔像系敌人会使用解除辅助效果的必杀技。<br>·魔鸟系敌人、魔像系敌人会使用赋予眩晕的技能。
雑魚：魔法有効2	杂鱼：魔法有效2
・ガーディアン、エレメント系エネミーがメインで出現。<br>・出現するエネミーが物理ダメージを軽減、または物理反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。<br>・ガーディアン系エネミーがバフ効果を解除する必殺技を使用。<br>・エレメント系エネミーが弱点付与のスキルを使用。	·主要出现守护者、元素系敌人。<br>·出现的敌人会减轻物理伤害或赋予物理反射。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·守护者系敌人会使用解除增益效果的必杀技。<br>·元素系敌人会使用赋予弱点的技能。
雑魚：魔法有効3	杂鱼：魔法有效3
・魔鳥、エレメント系エネミーがメインで出現。<br>・出現するエネミーが物理ダメージを軽減、または物理反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。<br>・エレメント系エネミーが弱点付与のスキルを使用。<br>・魔鳥系エネミーがスタンを付与するスキルを使用。	·主要出现魔鸟、元素系敌人。<br>·出现的敌人会减轻物理伤害或赋予物理反射。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·元素系敌人会使用赋予弱点的技能。<br>·魔鸟系敌人会使用赋予眩晕的技能。
雑魚：魔法有効4	杂鱼：魔法有效4
・エレメント、ゴーレム系エネミーがメインで出現。<br>・出現するエネミーが物理ダメージを軽減、または物理反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。<br>・ゴーレム系エネミーが補助効果を解除する必殺技、スタンを付与するスキルを使用。<br>・エレメント系エネミーが弱点付与のスキルを使用。	·主要出现元素、魔像系敌人。<br>·出现的敌人会减轻物理伤害或赋予物理反射。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·魔像系敌人会使用解除辅助效果的必杀技和赋予眩晕的技能。<br>·元素系敌人会使用赋予弱点的技能。
雑魚：魔法有効5	杂鱼：魔法有效5
・魔鳥、ガーディアン系エネミーがメインで出現。<br>・出現するエネミーが物理ダメージを軽減、または物理反射を付与 。<br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃スキルをメインで使用。<br>・ガーディアン系エネミーがバフ効果を解除する必殺技を使用。<br>・魔鳥系エネミーがスタンを付与するスキルを使用。	·主要出现魔鸟、守护者系敌人。<br>·出现的敌人会减轻物理伤害或赋予物理反射。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·守护者系敌人会使用解除增益效果的必杀技。<br>·魔鸟系敌人会使用赋予眩晕的技能。
雑魚：状態異常有効1	杂鱼：异常状态有效1
・オパール、ガーディアン系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・ガーディアン系エネミーがバフ効果を解除する必殺技を使用。 <br>・オパール系エネミーが補助効果を解除するスキルを使用。	·主要出现蛋白石、守护者系敌人。<br>·物理与魔法攻击均有效。<br>·异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·守护者系敌人会使用解除增益效果的必杀技。<br>·蛋白石系敌人会使用解除辅助效果的技能。
雑魚：状態異常有効2	杂鱼：异常状态有效2
・オパール、スライム系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・オパール系エネミーが補助効果を解除するスキルを使用。	·主要出现蛋白石、史莱姆系敌人。<br>·物理与魔法攻击均有效。<br>·异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·蛋白石系敌人会使用解除辅助效果的技能。
雑魚：状態異常有効3	杂鱼：异常状态有效3
・スライム、ガーディアン系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・ガーディアン系エネミーがバフ効果を解除する必殺技を使用。	·主要出现史莱姆、守护者系敌人。<br>·物理与魔法攻击均有效。<br>·异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·守护者系敌人会使用解除增益效果的必杀技。
雑魚：状態異常有効4	杂鱼：异常状态有效4
・スライム、ゴーレム系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ゴーレム系エネミーが補助効果を解除する必殺技、スタンを付与するスキルを使用。	·主要出现史莱姆、魔像系敌人。<br>·物理与魔法攻击均有效。<br>·异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·魔像系敌人会使用解除辅助效果的必杀技和赋予眩晕的技能。
雑魚：状態異常使用1	杂鱼：异常状态使用1
・キノコ、昆虫系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・キノコ系エネミーが毒・猛毒・スタン・睡眠を付与するスキルを使用。 <br>・昆虫系エネミーが猛毒・魅了を付与するスキルを使用。	·主要出现蘑菇、昆虫系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·蘑菇系敌人会使用赋予中毒、剧毒、眩晕、睡眠的技能。<br>·昆虫系敌人会使用赋予剧毒、魅惑的技能。
雑魚：状態異常使用2	杂鱼：异常状态使用2
・魔導書、霊体系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが魔法攻撃スキルをメインで使用。 <br>・魔導書系エネミーが呪い、弱体を付与するスキルを使用。 <br>・霊体系エネミーが火傷・感電・氷結・刻印・鈍重・忘却・呪い・怠惰を付与するスキルを使用。	·主要出现魔导书、灵体系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用魔法攻击技能。<br>·魔导书系敌人会使用赋予诅咒、弱体的技能。<br>·灵体系敌人会使用赋予灼伤、感电、冻结、刻印、迟钝、遗忘、诅咒、怠惰的技能。
雑魚：状態異常使用3	杂鱼：异常状态使用3
・キノコ、霊体系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・キノコ系エネミーが毒・猛毒・スタン・睡眠を付与するスキルを使用。 <br>・霊体系エネミーが火傷・感電・氷結・刻印・鈍重・忘却・呪い・怠惰を付与するスキルを使用。	·主要出现蘑菇、灵体系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·蘑菇系敌人会使用赋予中毒、剧毒、眩晕、睡眠的技能。<br>·灵体系敌人会使用赋予灼伤、感电、冻结、刻印、迟钝、遗忘、诅咒、怠惰的技能。
雑魚：状態異常使用4	杂鱼：异常状态使用4
・昆虫、霊体系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・昆虫系エネミーが猛毒・魅了を付与するスキルを使用。 <br>・霊体系エネミーが火傷・感電・氷結・刻印・鈍重・忘却・呪い・怠惰を付与するスキルを使用。	·主要出现昆虫、灵体系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·昆虫系敌人会使用赋予剧毒、魅惑的技能。<br>·灵体系敌人会使用赋予灼伤、感电、冻结、刻印、迟钝、遗忘、诅咒、怠惰的技能。
雑魚：通常1(改修)	杂鱼：通常1(改修)
雑魚：通常2(改修)	杂鱼：通常2(改修)
雑魚：通常3(改修)	杂鱼：通常3(改修)
雑魚：通常4(改修)	杂鱼：通常4(改修)
・スライム、海産物系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・フラーイ系がスタンを付与するスキルを使用。 <br>・海産物系エネミーがスタン・疲労を付与するスキルを使用。	·主要出现史莱姆、海产系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·弗莱系会使用赋予眩晕的技能。<br>·海产系敌人会使用赋予眩晕、疲劳的技能。
雑魚：通常5(改修)	杂鱼：通常5(改修)
雑魚：通常6(改修)	杂鱼：通常6(改修)
雑魚：通常7(改修)	杂鱼：通常7(改修)
雑魚：通常8(改修)	杂鱼：通常8(改修)
雑魚：通常1(改修_攻撃タイプ耐性なし_攻撃タイプ耐性なし)	杂鱼：通常1(改修_无攻击类型耐性)
雑魚：通常2(改修_攻撃タイプ耐性なし_攻撃タイプ耐性なし)	杂鱼：通常2(改修_无攻击类型耐性)
雑魚：通常3(改修_攻撃タイプ耐性なし_攻撃タイプ耐性なし)	杂鱼：通常3(改修_无攻击类型耐性)
雑魚：通常4(改修_攻撃タイプ耐性なし_攻撃タイプ耐性なし)	杂鱼：通常4(改修_无攻击类型耐性)
雑魚：通常5(改修_攻撃タイプ耐性なし_攻撃タイプ耐性なし)	杂鱼：通常5(改修_无攻击类型耐性)
雑魚：通常6(改修_攻撃タイプ耐性なし)	杂鱼：通常6(改修_无攻击类型耐性)
雑魚：通常7(改修_攻撃タイプ耐性なし)	杂鱼：通常7(改修_无攻击类型耐性)
雑魚：通常8(改修_攻撃タイプ耐性なし)	杂鱼：通常8(改修_无攻击类型耐性)
雑魚：強敵1	杂鱼：强敌1
・悪魔、魔導書系エネミーがメインで出現。 <br>・やや物理攻撃が有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが魔法攻撃スキルをメインで使用。 <br>・悪魔系エネミーがHPが一定以下で即死するスキルを使用。 <br>・魔導書系エネミーが呪い・弱体を付与するスキルを使用。	·主要出现恶魔、魔导书系敌人。<br>·物理攻击较为有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用魔法攻击技能。<br>·恶魔系敌人会使用在HP低于一定比例时即死的技能。<br>·魔导书系敌人会使用赋予诅咒、弱体的技能。
雑魚：強敵2	杂鱼：强敌2
・天使、ドラゴン系エネミーがメインで出現。 <br>・やや魔法攻撃が有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・天使系エネミーが補助効果をすべて解除する必殺技を使用。 <br>・天使系、ドラゴン系エネミーが出血を付与するスキルを使用。	·主要出现天使、龙系敌人。<br>·魔法攻击较为有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·天使系敌人会使用解除所有辅助效果的必杀技。<br>·天使系、龙系敌人会使用赋予出血的技能。
雑魚：強敵3	杂鱼：强敌3
・天使、悪魔系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・天使系エネミーが補助効果をすべて解除する必殺技、出血を付与するスキルを使用。 <br>・悪魔系エネミーがHPが一定以下で即死するスキルを使用。	·主要出现天使、恶魔系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·天使系敌人会使用解除所有辅助效果的必杀技及赋予出血的技能。<br>·恶魔系敌人会使用在HP低于一定比例时即死的技能。
雑魚：強敵4	杂鱼：强敌4
・ドラゴン、悪魔系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ドラゴン系エネミーが出血を付与するスキルを使用。 <br>・悪魔系エネミーがHPが一定以下で即死するスキルを使用。	·主要出现龙、恶魔系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·龙系敌人会使用赋予出血的技能。<br>·恶魔系敌人会使用在HP低于一定比例时即死的技能。
雑魚：強敵5	杂鱼：强敌5
・天使、魔導書系エネミーがメインで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・天使系エネミーが補助効果をすべて解除する必殺技、出血を付与するスキルを使用。 <br>・魔導書系エネミーが呪い、弱体を付与するスキルを使用。	·主要出现天使、魔导书系敌人。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·天使系敌人会使用解除所有辅助效果的必杀技及赋予出血的技能。<br>·魔导书系敌人会使用赋予诅咒、弱体的技能。
雑魚：強敵1(改修)	杂鱼：强敌1(改修)
雑魚：強敵2(改修)	杂鱼：强敌2(改修)
雑魚：強敵3(改修)	杂鱼：强敌3(改修)
雑魚：強敵4(改修)	杂鱼：强敌4(改修)
雑魚：強敵5(改修)	杂鱼：强敌5(改修)
雑魚：強敵1(改修_攻撃タイプ耐性なし)	杂鱼：强敌1(改修_无攻击类型耐性)
雑魚：強敵2(改修_攻撃タイプ耐性なし)	杂鱼：强敌2(改修_无攻击类型耐性)
雑魚：強敵3(改修_攻撃タイプ耐性なし)	杂鱼：强敌3(改修_无攻击类型耐性)
雑魚：強敵4(改修_攻撃タイプ耐性なし)	杂鱼：强敌4(改修_无攻击类型耐性)
雑魚：強敵5(改修_攻撃タイプ耐性なし)	杂鱼：强敌5(改修_无攻击类型耐性)
