source	target	note	status
「あまり戦うのは得意じゃないんですが、この世界に来て魔術が少し使えるようになりました。頑張りますね」	「虽然不太擅长战斗，但来到这个世界后，稍微能用一点魔术了。我会努力的。」	新字典	done
「この命、皇国のために燃やし尽くします。行きましょう、戦いはこれからよ。」	「这条命，为了皇国燃烧殆尽。走吧，战斗现在才开始。」	新字典	done
「第百九十二代斎巫女、椎葉古杜音でございます。全力で戦いますので、応援よろしくお願いいたします。」	「第一百九十二代斋巫女，椎叶古杜音在此。我会全力战斗，请多多声援。」	新字典	done
「家事以外に取り柄はありませんけど、精一杯頑張ります。冥王さま、よろしくお願いします」	「虽然除了家务没什么长处，但我会竭尽全力。冥王大人，请多关照。」	新字典	done
「リシア・ド・ノーヴァス・ユーリィである。全ての国民の父として生きることを誓おう」	「莉西娅·德·诺瓦斯·优里在此。我发誓要作为全体国民之父活下去。」	新字典	done
「エステル・フリージア。礼拝堂の司祭として赴任いたしました。邪悪なる者に天罰を！」	「艾丝蒂尔·芙莉吉亚。作为礼拜堂的司祭赴任。对邪恶之辈降下天罚！」	新字典	done
「ワタシが必要？　なら、少しだけ一緒にいる。ここの空気、悪くない。」	「需要我吗？那就，稍微陪你一会儿。这里的空气，不坏。」	新字典	done
「主の剣たるこのアシュリー・アルヴァスティ。我が身命、全てを捧げる覚悟です！」	「作为主上的剑，我阿修莉·阿尔瓦斯缇。已做好奉献此身此命的觉悟！」	新字典	done
「重く、強く、折れない剣として……これからも皆のため、そして我が主のために、全てを捧げて戦います！」	「作为沉重、强大、不折之剑……今后也为了大家，以及为了我的主上，奉献一切而战斗！」	新字典	done
「湧き上がる欲望を認め、心のままに生きていく。それもまた、幸せな世を作る力になるのではないでしょうか」	「承认涌现的欲望，随心而活。这难道不也能成为创造幸福世界的力量吗？」	新字典	done
「冥王様を信じてついてきたわたくしに、今は誇りを持っております。これはもう邪念ではありません。信念です！」	「相信冥王大人并跟随至今的我，现在满怀自豪。这已不再是邪念。这是信念！」	新字典	done
「いつまでも、あなたと共に。冥王様のいらっしゃる場所が、私の帰るべき家でございますから」	「永远，与您同在。冥王大人在的地方，就是我应归之家。」	新字典	done
「世界の全ての真理を見つけるまで、とことん付き合ってもらうかんね」	「直到找出世界所有真理为止，你可要陪我到最后哦。」	新字典	done
「そんな簡単に自分の運命なんて信じないし、やれるだけ足掻いてみるしかないっしょ」	「才不会那么简单就相信自己的命运，只能尽力挣扎一下了吧。」	新字典	done
「ご主人様がどこへ行こうとも、傍でお仕えいたします。それが、永遠の召使いであるわたくしの役目」	「无论主人去往何方，我都侍奉在旁。那便是身为永远仆人的我的职责。」	新字典	done
「この聖装に袖を通すと、少しだけ素直になれる気がします。ご主人様への想いが溢れてしまっても、ご容赦くださいませ」	「穿上这件圣装，总觉得能变得稍微坦率一些。即便对主人的思念满溢而出，也请您见谅。」	新字典	done
「人生は運だけど、幸運をモノにできるかは自分次第なんだって。へー。ワタシもぼちぼち頑張らないとねぇ」	「虽然人生靠运气，但能不能把运气弄到手就看自己了。嘿。我也得慢慢努力了啊。」	新字典	done
「にーさんがワタシの過去も未来も見ててくれるなら、刀がなくても、なんでも斬れそうだよね」	「只要哥看着我的过去和未来，就算没有刀，感觉什么都能斩断呢。」	新字典	done
「私は鋼壁。決して貫かれることのない不屈の盾だ。この身尽き果てるまで、いや、肉体が滅びたとしても君を守るよ」	「我就是钢壁。绝不会被贯穿的不屈之盾。直到此身耗尽，不，哪怕肉体毁灭，我也会保护你。」	新字典	done
「盾が剣に変わっても、やることは変わらない。必ずみんなを守り通す。それだけさ」	「就算盾变成了剑，要做的事也不会变。我一定会守护好大家。仅此而已。」	新字典	done
「世界中に笑顔を広げるためにわたしにできること、もっともっとたくさんあると思うんです。見ててくださいね！」	「为了向全世界传播笑容，我能做的事，我觉得还有很多很多。请看着吧！」	新字典	done
「私の踊りは、世界中の全ての人を喜ばせるために。そして冥王１人に楽しんでもらうために」	「我的舞蹈，是为了让全世界所有人都开心。以及，为了取悦冥王一个人。」	新字典	done
「錬金術は無限の可能性を秘めている学問よ。新たな物質を作り、人々の暮らしと世界を豊かにしてみせるわ」	「炼金术是蕴含无限可能性的学问。创造新的物质，让人们的生活和世界变得丰富起来。」	新字典	done
「一緒に錬金術の未来を見に行きましょう。どれだけ長い旅路でも、冥王様とならきっとたどり着けるわ」	「一起去见证炼金术的未来吧。无论多么漫长的旅途，只要和冥王大人一起，一定能抵达。」	新字典	done
「いつでも楽しむ心を忘れず、世界を素敵な絵でいっぱいにしましょう。冥王さまも、見守ってくださいますよね？」	「时刻不忘享受的心，让世界充满美妙的画作吧。冥王大人，您也会看着我的对吧？」	新字典	done
「恐いものなんてありません！　最前線で民たちを率いる、勇敢な女王を目指して！」	「没什么好怕的！以率领民众站在最前线的勇敢女王为目标！」	新字典	done
「旦那さまをずっと旦那さまとお呼びしてきましたが、もうこれで本当の旦那さまですね！」	「虽然一直称呼老爷为老爷，但从今往后就是真正的老爷了呢！」	新字典	done
「全ての感情を否定せず、私は私らしく生きていこうと思います。末永く、傍で見守っていてくださいますか？」	「不否定所有的感情，我要活出我自己的样子。你能永远，在旁边看着我吗？」	新字典	done
「エルフィンの誇りを胸に。森の中を生き抜く身体と、森の外を受け入れる寛い心と共に」	「胸怀艾尔芬的骄傲。与在森林中生存的身体，以及接纳森林之外的宽广心胸同在。」	新字典	done
「自分も、仲間も、冥王殿も。大切なものを全て守れる兵を目指すであります！」	「自己、同伴、还有冥王殿下。以能守护所有重要之物的士兵为目标！」	新字典	done
「冥王殿の信頼に応えるため、今日も先陣を切りましょう。最前線で勇ましく味方を鼓舞します」	「为了回应冥王殿下的信赖，今天也要冲锋在前。在最前线勇敢地鼓舞同伴。」	新字典	done
「めーおーさま、ごはんをたくさん作りましょう。そしておなかいっぱい食べて幸せになりましょう！」	「冥王大人，我们做很多很多饭吧。然后吃得饱饱的，变得幸福吧！」	新字典	done
「世界や姿が変わってもワタシは変わらない。どんな手を使っても大切な人を守ってみせる」	「就算世界和外表改变，我也不会变。无论用什么手段，我都会保护好重要的人。」	新字典	done
「世界中を駆け巡って、面白いものを見つけて……ワタシはこの店に帰ってくるからね」	「跑遍全世界，找到有趣的东西……然后我会回到这家店里来的。」	新字典	done
「冥王さまのアイドルを目指して！　そして多くのファンに愛され、憧れてもらえる真のアイドルを目指して！」	「以成为冥王大人的偶像为目标！并且，以被众多粉丝喜爱、憧憬的真正偶像为目标！」	新字典	done
「アイドルとして、ヒーラーとして、クルちゃんは輝き続けるのです。冥王さま、どうか見届けてくださいね」	「作为偶像，作为治疗师，小库尔会继续闪耀下去。冥王大人，请您务必见证到最后。」	新字典	done
「あたし、サイコーＪＫになれたかも！　センセーが支えてくれたおかげ、これからもずっと一緒だよ、約束！」 	「我，说不定已经成了最棒的JK了！多亏了老师的支持，从今往后也要一直在一起哦，约好了！」	新字典	done
「大切なものを全て抱えたまま……我は、我のまま最強となってみせる！　我が道の果てまで共に来てくれ、冥王！」	「抱着所有重要的东西……我要，保持自我成为最强！陪我到我道路的尽头吧，冥王！」	新字典	done
「冥王の傍らで学び、鍛え、ドラゴニアの真の王にふさわしい我になるのだ。冥王よ、よろしく頼むぞ！」	「在冥王身边学习、锻炼，成为配得上龙人族真正王者的我。冥王啊，拜托你了！」	新字典	done
「海の底よりも深く深く、冥王を愛してる。その気持ちを乗せた歌声……ずっと、聞いててね」	「比海底更深更深地，爱着冥王。载着这份心意的歌声……要一直，听着哦。」	新字典	done
「冥王と出会った日、私の人生は本当の意味で始まった。あなたと出会えた幸せを、一生かけて歌い続けるわ」	「遇见冥王那天，我的人生才真正开始。与你相遇的幸福，我会用一生去歌唱。」	新字典	done
「世界を平和に。この夢に向かって、今日も一歩前に進むのですわ！」	「让世界和平。朝着这个梦想，今天也要向前迈进一步！」	新字典	done
「どんなに困難でも、私は私の信じる平和への道を突き進みます。冥王、最後まで見守ってくださる？」	「无论多么困难，我都要在我所坚信的和平之路上勇往直前。冥王，你会看到最后吗？」	新字典	done
「戦いの前から、戦っている最中、戦いの後まで、ばっちり隙のない作戦を立てられる究極の軍師を目指しますっ」	「以战前、战中、战后都能制定出毫无破绽的作战的究极军师为目标。」	新字典	done
「目指すは世界のファッションリーダーです！　冥王さんの服もとびっきり魅力的にコーディネートしちゃいますよ」	「目标是世界的时尚领袖！冥王先生的衣服，我也要搭配得超级有魅力。」	新字典	done
「私の活躍、ちゃんと見てる？　いっちばん冥王の役に立つのはこの私なんだから！」	「我的活跃表现，有好好看着吗？最能帮上冥王忙的，可是我哦！」	新字典	done
「まだ誰も知らない、無限に広がる海の向こうを見にいくんだ。こんなに心が踊ることはないだろう？」	「我要去看那尚无人知晓的、无限延伸的大海彼岸。没有比这更令人心潮澎湃的事了吧？」	新字典	done
「冥王は私の人生を導き、そして、輝かせてくれる星です。どうか離れないでくださいね。私もずっと隣にいますから」	「冥王是指引我人生，并让它闪耀的星辰。请不要离开。我也会一直陪在你身边。」	新字典	done
「次世代が育ち、わたくしも新たな自分を大胆に探していきたいと思います。お力を貸していただけますか？」	「下一代在成长，我也想大胆地探寻崭新的自己。您能助我一臂之力吗？」	新字典	done
「これからも、ずっとずーっと一緒にいようね。たとえ生まれ変わっても、わたし、ハデスに会いに行くから！」	「从今往后，也要一直一直在一起哦。就算转世重生，我也会，去见哈迪斯的！」	新字典	done
「世界樹と冥王様への信仰を伝道することこそ、私の務め。世界に教えが広がるその日まで、私の歩みは止まりませんよ」	「传播对世界树和冥王大人的信仰，正是我的职责。直到教义传遍世界的那一天，我的脚步都不会停止哦。」	新字典	done
「これからも、彼方に輝くロマンの光目指して駆け抜けます！　目を離さないでくださいね、冥王さまっ♪」	「今后也要朝着远方闪耀的浪漫之光奔跑！不要移开视线哦，冥王大人♪」	新字典	done
「冥王さまが作った《深淵》を、これからはわたしが守っていきます。冥王さま、応援してくださいね」	「冥王大人创造的《深渊》，今后就由我来守护。冥王大人，请为我加油哦。」	新字典	done
「冥王が愛しくて、恋しくて、この気持ちを言葉じゃ表現しきれないの。想いを込めて演奏するから、最後まで聞いててくれる？」	「冥王，我好爱你，好想你，这份心情用言语根本无法表达。我会倾注感情演奏，所以能听到最后吗？」	新字典	done
「この聖装を纏って、いつかあなたに並び……そして、越えてみせるわ。その時を楽しみにしていてちょうだい」	「穿上这身圣装，总有一天要与您比肩……并且，超越给您看。请期待那一刻的到来吧。」	新字典	done
出撃から、メインストーリー0章7話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第0章第7话普通难度。	新字典	done
出撃から、メインストーリー0章5話の難易度ハードをクリアする。	从出击开始，通关主线剧情第0章第5话困难难度。	新字典	done
出撃から、メインストーリー0章5話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第0章第5话EX困难难度。	新字典	done
出撃から、メインストーリー1章7話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第1章第7话普通难度。	新字典	done
出撃から、メインストーリー1章5話の難易度ハードをクリアする。	从出击开始，通关主线剧情第1章第5话困难难度。	新字典	done
出撃から、メインストーリー1章5話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第1章第5话EX困难难度。	新字典	done
出撃から、メインストーリー2章11話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第2章第11话普通难度。	新字典	done
出撃から、メインストーリー2章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第2章第9话困难难度。	新字典	done
出撃から、メインストーリー2章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第2章第9话EX困难难度。	新字典	done
出撃から、メインストーリー3章12話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第3章第12话普通难度。	新字典	done
出撃から、メインストーリー3章10話の難易度ハードをクリアする。	从出击开始，通关主线剧情第3章第10话困难难度。	新字典	done
出撃から、メインストーリー3章10話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第3章第10话EX困难难度。	新字典	done
出撃から、メインストーリー4章12話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第4章第12话普通难度。	新字典	done
出撃から、メインストーリー4章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第4章第9话困难难度。	新字典	done
出撃から、メインストーリー4章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第4章第9话EX困难难度。	新字典	done
出撃から、メインストーリー5章19話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第5章第19话普通难度。	新字典	done
出撃から、メインストーリー5章16話の難易度ハードをクリアする。	从出击开始，通关主线剧情第5章第16话困难难度。	新字典	done
出撃から、メインストーリー5章16話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第5章第16话EX困难难度。	新字典	done
出撃から、メインストーリー6章15話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第6章第15话普通难度。	新字典	done
出撃から、メインストーリー6章12話の難易度ハードをクリアする。	从出击开始，通关主线剧情第6章第12话困难难度。	新字典	done
出撃から、メインストーリー6章12話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第6章第12话EX困难难度。	新字典	done
出撃から、メインストーリー6.5章10話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第6.5章第10话普通难度。	新字典	done
出撃から、メインストーリー6.5章10話の難易度ハードをクリアする。	从出击开始，通关主线剧情第6.5章第10话困难难度。	新字典	done
出撃から、メインストーリー6.5章10話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第6.5章第10话EX困难难度。	新字典	done
出撃から、メインストーリー7章18話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第7章第18话普通难度。	新字典	done
出撃から、メインストーリー7章16話の難易度ハードをクリアする。	从出击开始，通关主线剧情第7章第16话困难难度。	新字典	done
出撃から、メインストーリー7章16話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第7章第16话EX困难难度。	新字典	done
出撃から、メインストーリー7.5章8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第7.5章第8话普通难度。	新字典	done
出撃から、メインストーリー7.5章7話の難易度ハードをクリアする。	从出击开始，通关主线剧情第7.5章第7话困难难度。	新字典	done
出撃から、メインストーリー7.5章7話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第7.5章第7话EX困难难度。	新字典	done
出撃から、メインストーリー8章13話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第8章第13话普通难度。	新字典	done
出撃から、メインストーリー8章10話の難易度ハードをクリアする。	从出击开始，通关主线剧情第8章第10话困难难度。	新字典	done
出撃から、メインストーリー8章10話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第8章第10话EX困难难度。	新字典	done
出撃から、メインストーリー9章12話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第9章第12话普通难度。	新字典	done
出撃から、メインストーリー9章10話の難易度ハードをクリアする。	从出击开始，通关主线剧情第9章第10话困难难度。	新字典	done
出撃から、メインストーリー9章10話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第9章第10话EX困难难度。	新字典	done
出撃から、メインストーリー10章13話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第10章第13话普通难度。	新字典	done
出撃から、メインストーリー10章11話の難易度ハードをクリアする。	从出击开始，通关主线剧情第10章第11话困难难度。	新字典	done
出撃から、メインストーリー10章11話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第10章第11话EX困难难度。	新字典	done
出撃から、メインストーリー10.5章10話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第10.5章第10话普通难度。	新字典	done
出撃から、メインストーリー10.5章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第10.5章第9话困难难度。	新字典	done
出撃から、メインストーリー10.5章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第10.5章第9话EX困难难度。	新字典	done
出撃から、メインストーリー10.8章10話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第10.8章第10话普通难度。	新字典	done
出撃から、メインストーリー10.8章8話の難易度ハードをクリアする。	从出击开始，通关主线剧情第10.8章第8话困难难度。	新字典	done
出撃から、メインストーリー10.8章8話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第10.8章第8话EX困难难度。	新字典	done
出撃から、メインストーリー11章6話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第11章第6话普通难度。	新字典	done
出撃から、メインストーリー11章6話の難易度ハードをクリアする。	从出击开始，通关主线剧情第11章第6话困难难度。	新字典	done
出撃から、メインストーリー11章6話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第11章第6话EX困难难度。	新字典	done
出撃から、メインストーリー12章7話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第12章第7话普通难度。	新字典	done
出撃から、メインストーリー12章5話の難易度ハードをクリアする。	从出击开始，通关主线剧情第12章第5话困难难度。	新字典	done
出撃から、メインストーリー12章5話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第12章第5话EX困难难度。	新字典	done
出撃から、メインストーリー13章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第13章第9话普通难度。	新字典	done
出撃から、メインストーリー13章8話の難易度ハードをクリアする。	从出击开始，通关主线剧情第13章第8话困难难度。	新字典	done
出撃から、メインストーリー13章8話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第13章第8话EX困难难度。	新字典	done
出撃から、メインストーリー13.5章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第13.5章第9话普通难度。	新字典	done
出撃から、メインストーリー13.5章7話の難易度ハードをクリアする。	从出击开始，通关主线剧情第13.5章第7话困难难度。	新字典	done
出撃から、メインストーリー13.5章7話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第13.5章第7话EX困难难度。	新字典	done
出撃から、メインストーリー14章11話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第14章第11话普通难度。	新字典	done
出撃から、メインストーリー14章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第14章第9话困难难度。	新字典	done
出撃から、メインストーリー14章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第14章第9话EX困难难度。	新字典	done
出撃から、メインストーリー15章11話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第15章第11话普通难度。	新字典	done
出撃から、メインストーリー15章8話の難易度ハードをクリアする。	从出击开始，通关主线剧情第15章第8话困难难度。	新字典	done
出撃から、メインストーリー15章8話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第15章第8话EX困难难度。	新字典	done
出撃から、メインストーリー16章10話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第16章第10话普通难度。	新字典	done
出撃から、メインストーリー16章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第16章第9话困难难度。	新字典	done
出撃から、メインストーリー16章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第16章第9话EX困难难度。	新字典	done
出撃から、メインストーリー16.5章8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第16.5章第8话普通难度。	新字典	done
出撃から、メインストーリー16.5章6話の難易度ハードをクリアする。	从出击开始，通关主线剧情第16.5章第6话困难难度。	新字典	done
出撃から、メインストーリー16.5章6話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第16.5章第6话EX困难难度。	新字典	done
出撃から、メインストーリー17章11話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第17章第11话普通难度。	新字典	done
出撃から、メインストーリー17章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第17章第9话困难难度。	新字典	done
出撃から、メインストーリー17章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第17章第9话EX困难难度。	新字典	done
出撃から、メインストーリー17.5章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第17.5章第9话普通难度。	新字典	done
出撃から、メインストーリー17.5章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第17.5章第9话困难难度。	新字典	done
出撃から、メインストーリー18章10話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第18章第10话普通难度。	新字典	done
出撃から、メインストーリー18章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第18章第9话困难难度。	新字典	done
出撃から、メインストーリー19章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第19章第9话普通难度。	新字典	done
出撃から、メインストーリー19章7話の難易度ハードをクリアする。	从出击开始，通关主线剧情第19章第7话困难难度。	新字典	done
出撃から、メインストーリー20章11話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第20章第11话普通难度。	新字典	done
出撃から、メインストーリー20章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第20章第9话困难难度。	新字典	done
出撃から、メインストーリー20.5章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第20.5章第9话普通难度。	新字典	done
出撃から、メインストーリー20.5章6話の難易度ハードをクリアする。	从出击开始，通关主线剧情第20.5章第6话困难难度。	新字典	done
出撃から、メインストーリー21章8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第21章第8话普通难度。	新字典	done
出撃から、メインストーリー21章6話の難易度ハードをクリアする。	从出击开始，通关主线剧情第21章第6话困难难度。	新字典	done
出撃から、メインストーリー22章8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第22章第8话普通难度。	新字典	done
出撃から、メインストーリー22章6話の難易度ハードをクリアする。	从出击开始，通关主线剧情第22章第6话困难难度。	新字典	done
出撃から、メインストーリー23章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第23章第9话普通难度。	新字典	done
出撃から、メインストーリー23章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第23章第9话困难难度。	新字典	done
出撃から、メインストーリー24章9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第24章第9话普通难度。	新字典	done
出撃から、メインストーリー24章5話の難易度ハードをクリアする。	从出击开始，通关主线剧情第24章第5话困难难度。	新字典	done
出撃から、メインストーリー24.5章10話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第24.5章第10话普通难度。	新字典	done
出撃から、メインストーリー24.5章9話の難易度ハードをクリアする。	从出击开始，通关主线剧情第24.5章第9话困难难度。	新字典	done
出撃から、メインストーリー25章　8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第25章第8话普通难度。	新字典	done
出撃から、メインストーリー25章　6話の難易度ハードをクリアする。	从出击开始，通关主线剧情第25章第6话困难难度。	新字典	done
出撃から、メインストーリー26章　9話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第26章第9话普通难度。	新字典	done
出撃から、メインストーリー26章　7話の難易度ハードをクリアする。	从出击开始，通关主线剧情第26章第7话困难难度。	新字典	done
出撃から、メインストーリー17.5章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第17.5章第9话EX困难难度。	新字典	done
出撃から、メインストーリー26.5章8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第26.5章第8话普通难度。	新字典	done
出撃から、メインストーリー26.5章8話の難易度ハードをクリアする。	从出击开始，通关主线剧情第26.5章第8话困难难度。	新字典	done
出撃から、メインストーリー18章9話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第18章第9话EX困难难度。	新字典	done
出撃から、メインストーリー27章　8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第27章第8话普通难度。	新字典	done
出撃から、メインストーリー27章　8話の難易度ハードをクリアする。	从出击开始，通关主线剧情第27章第8话困难难度。	新字典	done
出撃から、メインストーリー19章7話の難易度EXハードをクリアする。	从出击开始，通关主线剧情第19章第7话EX困难难度。	新字典	done
出撃から、メインストーリー28章　8話の難易度ノーマルをクリアする。	从出击开始，通关主线剧情第28章第8话普通难度。	新字典	done
出撃から、メインストーリー28章　8話の難易度ハードをクリアする。	从出击开始，通关主线剧情第28章第8话困难难度。	新字典	done
アイリスのスキルを50回強化する。	强化爱丽丝的技能50次。	新字典	done
アイリスのスキルを750回強化する。	强化爱丽丝的技能750次。	新字典	done
アイリスのスキルを1500回強化する。	强化爱丽丝的技能1500次。	新字典	done
アイリスのスキルを10種類最大Lvまで強化する。	将爱丽丝的10种技能强化至最高等级。	新字典	done
アイリスのスキルを100種類最大Lvまで強化する。	将爱丽丝的100种技能强化至最高等级。	新字典	done
アイリスのスキルを300種類最大Lvまで強化する。	将爱丽丝的300种技能强化至最高等级。	新字典	done
能力開花よりポテンシャルを30個開放する。	通过能力开花解锁30个潜力。	新字典	done
能力開花よりポテンシャルを300個開放する。	通过能力开花解锁300个潜力。	新字典	done
能力開花よりポテンシャルを600個開放する。	通过能力开花解锁600个潜力。	新字典	done
10個のアビリティを最大Lvまで強化する。	将10个能力强化至最高等级。	新字典	done
100個のアビリティを最大Lvまで強化する。	将100个能力强化至最高等级。	新字典	done
300個のアビリティを最大Lvまで強化する。	将300个能力强化至最高等级。	新字典	done
ショップで萌具を1個交換する。	在商店兑换1个萌具。	新字典	done
ショップで萌具を30個交換する。	在商店兑换30个萌具。	新字典	done
ショップで萌具を50個交換する。	在商店兑换50个萌具。	新字典	done
パネルミッションを全てクリアする。	完成所有面板任务。	新字典	done
想飾を5枚獲得する。	获得5枚想饰。	新字典	done
想飾を30枚獲得する。	获得30枚想饰。	新字典	done
想飾を100枚獲得する。	获得100枚想饰。	新字典	done
冥界銭ハントを50回クリアする。	通关冥界钱币狩猎50次。	新字典	done
冥界銭ハントを300回クリアする。	通关冥界钱币狩猎300次。	新字典	done
冥界銭ハントを500回クリアする。	通关冥界钱币狩猎500次。	新字典	done
出撃から、収集クエストを10回クリアする。	从出击开始，通关收集任务10次。	新字典	done
出撃から、収集クエストを100回クリアする。	从出击开始，通关收集任务100次。	新字典	done
出撃から、収集クエストを1000回クリアする。	从出击开始，通关收集任务1000次。	新字典	done
出撃から、難易度EXハードの戦闘で10回勝利する。	从出击开始，在EX困难难度的战斗中获胜10次。	新字典	done
出撃から、難易度EXハードの戦闘で100回勝利する。	从出击开始，在EX困难难度的战斗中获胜100次。	新字典	done
出撃から、難易度EXハードの戦闘で1000回勝利する。	从出击开始，在EX困难难度的战斗中获胜1000次。	新字典	done
出撃から、難易度ハードの戦闘で10回勝利する。	从出击开始，在困难难度的战斗中获胜10次。	新字典	done
出撃から、難易度ハードの戦闘で100回勝利する。	从出击开始，在困难难度的战斗中获胜100次。	新字典	done
出撃から、難易度ハードの戦闘で1000回勝利する。	从出击开始，在困难难度的战斗中获胜1000次。	新字典	done
アイリスのアビリティを50回強化する。	强化爱丽丝的能力50次。	新字典	done
アイリスのアビリティを750回強化する。	强化爱丽丝的能力750次。	新字典	done
アイリスのアビリティを1500回強化する。	强化爱丽丝的能力1500次。	新字典	done
試練でパルヴィン穀倉地帯の難易度ノーマルをクリアする。	在试炼中通关帕尔温谷仓地带普通难度。	新字典	done
試練でアムニヤコルムの難易度ノーマルをクリアする。	在试炼中通关阿姆尼亚科鲁姆普通难度。	新字典	done
試練でビルヴゴーデンの遺跡の難易度ノーマルをクリアする。	在试炼中通关比尔夫戈登遗迹普通难度。	新字典	done
試練でグラーゼル呪禁神殿の難易度ノーマルをクリアする。	在试炼中通关格拉泽尔咒禁神殿普通难度。	新字典	done
試練でエンデュラシアの絶望の難易度ノーマルをクリアする。	在试炼中通关恩杜拉西亚的绝望普通难度。	新字典	done
試練でパルヴィン穀倉地帯の難易度ハードをクリアする。	在试炼中通关帕尔温谷仓地带困难难度。	新字典	done
試練でアムニヤコルムの難易度ハードをクリアする。	在试炼中通关阿姆尼亚科鲁姆困难难度。	新字典	done
試練でビルヴゴーデンの難易度ハードをクリアする。	在试炼中通关比尔夫戈登困难难度。	新字典	done
試練でグラーゼル呪禁神殿の難易度ハードをクリアする。	在试炼中通关格拉泽尔咒禁神殿困难难度。	新字典	done
試練でエンデュラシアの絶望の難易度ハードをクリアする。	在试炼中通关恩杜拉西亚的绝望困难难度。	新字典	done
聖獣洞窟「陽窟」を踏破する。	通关圣兽洞窟「阳窟」。	新字典	done
聖獣洞窟「陰窟」を踏破する。	通关圣兽洞窟「阴窟」。	新字典	done
深淵の封穴でピュアスライムハートのLv10を討伐する。	在深渊封穴讨伐纯情史莱姆之心Lv10。	新字典	done
