source	target	note	status
スライムだらけの風船割り 特	满是史莱姆的破气球 特		
スライムだらけの風船割り 特	满是史莱姆的破气球 特		
冥界、そこは死後の世界	冥界、那是死后的世界		
アナちゃんゴーレム発進	安娜酱魔像出发		
うなれ触手君	咆哮吧触手君		
そのころ冥界では	那时在冥界		
腹ぺこ調査隊	饿肚子调查队		
それぞれの汗	各自的汗水		
冥界降臨！	冥界降临！		
お呼びでないスラ？1	不是叫你的史莱？1		
お呼びでないスラ？2	不是叫你的史莱？2		
お呼びでないスラ？3	不是叫你的史莱？3		
お呼びでないスラ？4	不是叫你的史莱？4		
お呼びでないスラ？5	不是叫你的史莱？5		
お呼びでないスラ？1	不是叫你的史莱？1		
お呼びでないスラ？2	不是叫你的史莱？2		
お呼びでないスラ？3	不是叫你的史莱？3		
お呼びでないスラ？4	不是叫你的史莱？4		
お呼びでないスラ？5	不是叫你的史莱？5		
お呼びでないスラ？1	不是叫你的史莱？1		
お呼びでないスラ？2	不是叫你的史莱？2		
お呼びでないスラ？3	不是叫你的史莱？3		
お呼びでないスラ？4	不是叫你的史莱？4		
お呼びでないスラ？5	不是叫你的史莱？5		
お呼びでないスラ？ 特	不是叫你的史莱？ 特		
お呼びでないスラ？ 特	不是叫你的史莱？ 特		
お呼びでないスラ？ 特	不是叫你的史莱？ 特		
クレアの趣味	克蕾雅的爱好		
コレクター交流会	收藏家交流会		
賞金稼ぎ	赏金猎人		
骨董市へ	去古董市场		
グラスの正体	玻璃杯的真面目		
思いを込めた贈り物	饱含心意的礼物		
両親へのプレゼント	给父母的礼物		
魂の輝き	灵魂的光辉		
天地無用！ドラゴン不要！1	天地无用！无需多拉贡！1		
天地無用！ドラゴン不要！2	天地无用！无需多拉贡！2		
天地無用！ドラゴン不要！3	天地无用！无需多拉贡！3		
天地無用！ドラゴン不要！4	天地无用！无需多拉贡！4		
天地無用！ドラゴン不要！5	天地无用！无需多拉贡！5		
天地無用！ドラゴン不要！1	天地无用！无需多拉贡！1		
天地無用！ドラゴン不要！2	天地无用！无需多拉贡！2		
天地無用！ドラゴン不要！3	天地无用！无需多拉贡！3		
天地無用！ドラゴン不要！4	天地无用！无需多拉贡！4		
天地無用！ドラゴン不要！5	天地无用！无需多拉贡！5		
天地無用！ドラゴン不要！1	天地无用！无需多拉贡！1		
天地無用！ドラゴン不要！2	天地无用！无需多拉贡！2		
天地無用！ドラゴン不要！3	天地无用！无需多拉贡！3		
天地無用！ドラゴン不要！4	天地无用！无需多拉贡！4		
天地無用！ドラゴン不要！5	天地无用！无需多拉贡！5		
天地無用！ドラゴン不要！ 特	天地无用！无需多拉贡！ 特		
天地無用！ドラゴン不要！ 特	天地无用！无需多拉贡！ 特		
天地無用！ドラゴン不要！ 特	天地无用！无需多拉贡！ 特		
冥界フェス開幕！	冥界嘉年华开幕！		
出没、冥界レポート・１	出没、冥界报道・1		
出没、冥界レポート・２	出没、冥界报道・2		
出没、冥界レポート・３	出没、冥界报道・3		
間もなく紅白戦	即将红白战		
激突！　不死鳥ＶＳ白龍・１	激突！不死鸟VS白龙・1		
激突！　不死鳥ＶＳ白龍・２	激突！不死鸟VS白龙・2		
ユーとフリッカの質問コーナー	优与芙莉卡的提问环节		
激突！　不死鳥ＶＳ白龍・３	激突！不死鸟VS白龙・3		
２つの島	两座岛屿		
レガシー	遗产		
祭りのあとは1	祭典之后1		
祭りのあとは2	祭典之后2		
祭りのあとは3	祭典之后3		
祭りのあとは4	祭典之后4		
祭りのあとは5	祭典之后5		
祭りのあとは1	祭典之后1		
祭りのあとは2	祭典之后2		
祭りのあとは3	祭典之后3		
祭りのあとは4	祭典之后4		
祭りのあとは5	祭典之后5		
祭りのあとは1	祭典之后1		
祭りのあとは2	祭典之后2		
祭りのあとは3	祭典之后3		
祭りのあとは4	祭典之后4		
祭りのあとは5	祭典之后5		
祭りのあとは 特	祭典之后 特		
祭りのあとは 特	祭典之后 特		
祭りのあとは 特	祭典之后 特		
エレガントな訓練を1	优雅的训练1		
エレガントな訓練を2	优雅的训练2		
エレガントな訓練を3	优雅的训练3		
エレガントな訓練を4	优雅的训练4		
エレガントな訓練を5	优雅的训练5		
エレガントな訓練を1	优雅的训练1		
エレガントな訓練を2	优雅的训练2		
エレガントな訓練を3	优雅的训练3		
エレガントな訓練を4	优雅的训练4		
エレガントな訓練を5	优雅的训练5		
エレガントな訓練を1	优雅的训练1		
エレガントな訓練を2	优雅的训练2		
エレガントな訓練を3	优雅的训练3		
エレガントな訓練を4	优雅的训练4		
エレガントな訓練を5	优雅的训练5		
エレガントな訓練を 特	优雅的训练 特		
エレガントな訓練を 特	优雅的训练 特		
エレガントな訓練を 特	优雅的训练 特		
変わった港街	奇特的港口街道		
冥界へようこそ	欢迎来到冥界		
今日は転校生を紹介します	今天介绍转校生		
生徒会長ヴァレリア！？	学生会长瓦蕾莉亚！？		
美化委員、始動！	美化委员、启动！		
冥界に広げよう、掃除の輪	在冥界扩大清扫之轮		
《アイリス》の思い出	《爱丽丝》的回忆		
樹理学園の修学旅行	树理学院的修学旅行		
お家に帰るまでが修学旅行1	回到家才算修学旅行1		
お家に帰るまでが修学旅行2	回到家才算修学旅行2		
お家に帰るまでが修学旅行3	回到家才算修学旅行3		
お家に帰るまでが修学旅行4	回到家才算修学旅行4		
お家に帰るまでが修学旅行5	回到家才算修学旅行5		
お家に帰るまでが修学旅行1	回到家才算修学旅行1		
お家に帰るまでが修学旅行2	回到家才算修学旅行2		
お家に帰るまでが修学旅行3	回到家才算修学旅行3		
お家に帰るまでが修学旅行4	回到家才算修学旅行4		
お家に帰るまでが修学旅行5	回到家才算修学旅行5		
お家に帰るまでが修学旅行1	回到家才算修学旅行1		
お家に帰るまでが修学旅行2	回到家才算修学旅行2		
お家に帰るまでが修学旅行3	回到家才算修学旅行3		
お家に帰るまでが修学旅行4	回到家才算修学旅行4		
お家に帰るまでが修学旅行5	回到家才算修学旅行5		
お家に帰るまでが修学旅行 特	回到家才算修学旅行 特		
お家に帰るまでが修学旅行 特	回到家才算修学旅行 特		
お家に帰るまでが修学旅行 特	回到家才算修学旅行 特		
今宵もひとり悪霊になる1	今夜也独自成为恶灵1		
今宵もひとり悪霊になる2	今夜也独自成为恶灵2		
今宵もひとり悪霊になる3	今夜也独自成为恶灵3		
今宵もひとり悪霊になる4	今夜也独自成为恶灵4		
今宵もひとり悪霊になる5	今夜也独自成为恶灵5		
今宵もひとり悪霊になる1	今夜也独自成为恶灵1		
今宵もひとり悪霊になる2	今夜也独自成为恶灵2		
今宵もひとり悪霊になる3	今夜也独自成为恶灵3		
今宵もひとり悪霊になる4	今夜也独自成为恶灵4		
今宵もひとり悪霊になる5	今夜也独自成为恶灵5		
今宵もひとり悪霊になる1	今夜也独自成为恶灵1		
今宵もひとり悪霊になる2	今夜也独自成为恶灵2		
今宵もひとり悪霊になる3	今夜也独自成为恶灵3		
今宵もひとり悪霊になる4	今夜也独自成为恶灵4		
今宵もひとり悪霊になる5	今夜也独自成为恶灵5		
今宵もひとり悪霊になる 特	今夜也独自成为恶灵 特		
今宵もひとり悪霊になる 特	今夜也独自成为恶灵 特		
今宵もひとり悪霊になる 特	今夜也独自成为恶灵 特		
今年もパーティを	今年也办派对		
冥界の番犬・ベロス	冥界的看门狗・贝罗斯		
導きの羅針盤	引导的罗盘		
遠い記憶の日々	遥远记忆的日子		
始まりの魂	初始之魂		
あの時の言葉	那时的话语		
人になる	成为人		
感情のままに	随感情而行		
じゃれあい続くよどこまでも1	嬉戏不止直到天涯1		
じゃれあい続くよどこまでも2	嬉戏不止直到天涯2		
じゃれあい続くよどこまでも3	嬉戏不止直到天涯3		
じゃれあい続くよどこまでも4	嬉戏不止直到天涯4		
じゃれあい続くよどこまでも5	嬉戏不止直到天涯5		
じゃれあい続くよどこまでも1	嬉戏不止直到天涯1		
じゃれあい続くよどこまでも2	嬉戏不止直到天涯2		
じゃれあい続くよどこまでも3	嬉戏不止直到天涯3		
じゃれあい続くよどこまでも4	嬉戏不止直到天涯4		
じゃれあい続くよどこまでも5	嬉戏不止直到天涯5		
じゃれあい続くよどこまでも1	嬉戏不止直到天涯1		
じゃれあい続くよどこまでも2	嬉戏不止直到天涯2		
じゃれあい続くよどこまでも3	嬉戏不止直到天涯3		
じゃれあい続くよどこまでも4	嬉戏不止直到天涯4		
じゃれあい続くよどこまでも5	嬉戏不止直到天涯5		
じゃれあい続くよどこまでも 特	嬉戏不止直到天涯 特		
じゃれあい続くよどこまでも 特	嬉戏不止直到天涯 特		
じゃれあい続くよどこまでも 特	嬉戏不止直到天涯 特		
今年の企画は？	今年的企划是？		
そうだ、北に行こう	对了、去北方吧		
……という夢を見たのさ？	……做了这样的梦哦？		
温めてください	请温暖我		
未来のために	为了未来		
走れ、冥王	奔跑吧、冥王		
花嫁は誰？	新娘是谁？		
《アイリス》のひめごと	《爱丽丝》的秘密		
感謝の気持ちを込めたスラ1	饱含感谢之意的史莱1		
感謝の気持ちを込めたスラ2	饱含感谢之意的史莱2		
感謝の気持ちを込めたスラ3	饱含感谢之意的史莱3		
感謝の気持ちを込めたスラ4	饱含感谢之意的史莱4		
感謝の気持ちを込めたスラ5	饱含感谢之意的史莱5		
感謝の気持ちを込めたスラ1	饱含感谢之意的史莱1		
感謝の気持ちを込めたスラ2	饱含感谢之意的史莱2		
感謝の気持ちを込めたスラ3	饱含感谢之意的史莱3		
感謝の気持ちを込めたスラ4	饱含感谢之意的史莱4		
感謝の気持ちを込めたスラ5	饱含感谢之意的史莱5		
感謝の気持ちを込めたスラ1	饱含感谢之意的史莱1		
感謝の気持ちを込めたスラ2	饱含感谢之意的史莱2		
感謝の気持ちを込めたスラ3	饱含感谢之意的史莱3		
感謝の気持ちを込めたスラ4	饱含感谢之意的史莱4		
感謝の気持ちを込めたスラ5	饱含感谢之意的史莱5		
感謝の気持ちを込めたスラ 特	饱含感谢之意的史莱 特		
感謝の気持ちを込めたスラ 特	饱含感谢之意的史莱 特		
感謝の気持ちを込めたスラ 特	饱含感谢之意的史莱 特		
ベア先生の地獄の魔術鍛練1	贝阿老师的炼狱魔术锻炼1		
ベア先生の地獄の魔術鍛練2	贝阿老师的炼狱魔术锻炼2		
ベア先生の地獄の魔術鍛練3	贝阿老师的炼狱魔术锻炼3		
ベア先生の地獄の魔術鍛練4	贝阿老师的炼狱魔术锻炼4		
ベア先生の地獄の魔術鍛練5	贝阿老师的炼狱魔术锻炼5		
ベア先生の地獄の魔術鍛練1	贝阿老师的炼狱魔术锻炼1		
ベア先生の地獄の魔術鍛練2	贝阿老师的炼狱魔术锻炼2		
ベア先生の地獄の魔術鍛練3	贝阿老师的炼狱魔术锻炼3		
ベア先生の地獄の魔術鍛練4	贝阿老师的炼狱魔术锻炼4		
ベア先生の地獄の魔術鍛練5	贝阿老师的炼狱魔术锻炼5		
ベア先生の地獄の魔術鍛練1	贝阿老师的炼狱魔术锻炼1		
ベア先生の地獄の魔術鍛練2	贝阿老师的炼狱魔术锻炼2		
ベア先生の地獄の魔術鍛練3	贝阿老师的炼狱魔术锻炼3		
ベア先生の地獄の魔術鍛練4	贝阿老师的炼狱魔术锻炼4		
ベア先生の地獄の魔術鍛練5	贝阿老师的炼狱魔术锻炼5		
ベア先生の地獄の魔術鍛練 特	贝阿老师的炼狱魔术锻炼 特		
ベア先生の地獄の魔術鍛練 特	贝阿老师的炼狱魔术锻炼 特		
ベア先生の地獄の魔術鍛練 特	贝阿老师的炼狱魔术锻炼 特		
安らかなる眠りのために1	为了安详的睡眠1		
安らかなる眠りのために2	为了安详的睡眠2		
安らかなる眠りのために3	为了安详的睡眠3		
安らかなる眠りのために4	为了安详的睡眠4		
安らかなる眠りのために5	为了安详的睡眠5		
安らかなる眠りのために1	为了安详的睡眠1		
安らかなる眠りのために2	为了安详的睡眠2		
安らかなる眠りのために3	为了安详的睡眠3		
安らかなる眠りのために4	为了安详的睡眠4		
安らかなる眠りのために5	为了安详的睡眠5		
安らかなる眠りのために1	为了安详的睡眠1		
安らかなる眠りのために2	为了安详的睡眠2		
安らかなる眠りのために3	为了安详的睡眠3		
安らかなる眠りのために4	为了安详的睡眠4		
安らかなる眠りのために5	为了安详的睡眠5		
安らかなる眠りのために 特	为了安详的睡眠 特		
安らかなる眠りのために 特	为了安详的睡眠 特		
安らかなる眠りのために 特	为了安详的睡眠 特		
繋がっちゃった	连起来了		
冥界へようこそ	欢迎来到冥界		
忠義の太刀	忠义之刀		
叡智の園へ	前往睿智之园		
土下座をマスターせよ	掌握下跪吧		
魂の願い	灵魂的愿望		
終わりの部屋	终结之屋		
解き放つもの	释放之物		
朱璃の秘密	朱璃的秘密		
生きる世界は違っても	即使所处的世界不同		
おどろき桃の木？ 1	惊奇的桃树？ 1		
おどろき桃の木？ 2	惊奇的桃树？ 2		
おどろき桃の木？ 3	惊奇的桃树？ 3		
おどろき桃の木？ 4	惊奇的桃树？ 4		
おどろき桃の木？ 5	惊奇的桃树？ 5		
おどろき桃の木？ 1	惊奇的桃树？ 1		
おどろき桃の木？ 2	惊奇的桃树？ 2		
おどろき桃の木？ 3	惊奇的桃树？ 3		
おどろき桃の木？ 4	惊奇的桃树？ 4		
おどろき桃の木？ 5	惊奇的桃树？ 5		
おどろき桃の木？ 1	惊奇的桃树？ 1		
おどろき桃の木？ 2	惊奇的桃树？ 2		
おどろき桃の木？ 3	惊奇的桃树？ 3		
おどろき桃の木？ 4	惊奇的桃树？ 4		
おどろき桃の木？ 5	惊奇的桃树？ 5		
おどろき桃の木？ 特	惊奇的桃树？ 特		
おどろき桃の木？ 特	惊奇的桃树？ 特		
おどろき桃の木？ 特	惊奇的桃树？ 特		
雑貨店のお得意様	杂货店的常客		
ポリン先生の初仕事	波琳老师的首次工作		
好奇心は砂金のごとく	好奇心如砂金		
２人きりの夜	两人的夜晚		
トライ＆エラー	尝试与错误		
とっておきの素材	珍藏的素材		
思い出の錬金釜	回忆的炼金釜		
新しい門出	新的起点		
コン・グラジュエイション！1	Congratulations！1		
コン・グラジュエイション！2	Congratulations！2		
コン・グラジュエイション！3	Congratulations！3		
コン・グラジュエイション！4	Congratulations！4		
コン・グラジュエイション！5	Congratulations！5		
コン・グラジュエイション！1	Congratulations！1		
コン・グラジュエイション！2	Congratulations！2		
コン・グラジュエイション！3	Congratulations！3		
コン・グラジュエイション！4	Congratulations！4		
コン・グラジュエイション！5	Congratulations！5		
コン・グラジュエイション！1	Congratulations！1		
コン・グラジュエイション！2	Congratulations！2		
コン・グラジュエイション！3	Congratulations！3		
コン・グラジュエイション！4	Congratulations！4		
コン・グラジュエイション！5	Congratulations！5		
コン・グラジュエイション！ 特	Congratulations！ 特		
コン・グラジュエイション！ 特	Congratulations！ 特		
コン・グラジュエイション！ 特	Congratulations！ 特		
画伯のハロウィン	画伯的万圣节		
画伯の死	画伯之死		
ロリ・アラート	萝莉・警报		
さようなら、煩悩	再见了、烦恼		
量産型	量产型		
ゴルミナの野望	戈尔米娜的野心		
ママは強し	妈妈很强		
おかえり、煩悩	欢迎回来、烦恼		
ハロウィンの終わらせ方1	万圣节的终结方式1		
ハロウィンの終わらせ方2	万圣节的终结方式2		
ハロウィンの終わらせ方3	万圣节的终结方式3		
ハロウィンの終わらせ方4	万圣节的终结方式4		
ハロウィンの終わらせ方5	万圣节的终结方式5		
ハロウィンの終わらせ方1	万圣节的终结方式1		
ハロウィンの終わらせ方2	万圣节的终结方式2		
ハロウィンの終わらせ方3	万圣节的终结方式3		
ハロウィンの終わらせ方4	万圣节的终结方式4		
ハロウィンの終わらせ方5	万圣节的终结方式5		
ハロウィンの終わらせ方1	万圣节的终结方式1		
ハロウィンの終わらせ方2	万圣节的终结方式2		
ハロウィンの終わらせ方3	万圣节的终结方式3		
ハロウィンの終わらせ方4	万圣节的终结方式4		
ハロウィンの終わらせ方5	万圣节的终结方式5		
ハロウィンの終わらせ方 特	万圣节的终结方式 特		
ハロウィンの終わらせ方 特	万圣节的终结方式 特		
ハロウィンの終わらせ方 特	万圣节的终结方式 特		
はんらんする者たち！1	泛滥者们！1		
はんらんする者たち！2	泛滥者们！2		
はんらんする者たち！3	泛滥者们！3		
はんらんする者たち！4	泛滥者们！4		
はんらんする者たち！5	泛滥者们！5		
はんらんする者たち！1	泛滥者们！1		
はんらんする者たち！2	泛滥者们！2		
はんらんする者たち！3	泛滥者们！3		
はんらんする者たち！4	泛滥者们！4		
はんらんする者たち！5	泛滥者们！5		
はんらんする者たち！1	泛滥者们！1		
はんらんする者たち！2	泛滥者们！2		
はんらんする者たち！3	泛滥者们！3		
はんらんする者たち！4	泛滥者们！4		
はんらんする者たち！5	泛滥者们！5		
はんらんする者たち！ 特	泛滥者们！ 特		
はんらんする者たち！ 特	泛滥者们！ 特		
はんらんする者たち！ 特	泛滥者们！ 特		
武闘大会に出よう！	参加武斗大会吧！		
教皇と女王	教皇与女王		
偵察開始	侦察开始		
リーダーのお仕事	领队的工作		
悪だくみ	阴谋		
本番直前	正式表演前夕		
策と力	策略与力量		
因縁の対決	因缘的对决		
酒は飲んでも呑まれるな1	酒可以喝但别被灌醉1		
酒は飲んでも呑まれるな2	酒可以喝但别被灌醉2		
酒は飲んでも呑まれるな3	酒可以喝但别被灌醉3		
酒は飲んでも呑まれるな4	酒可以喝但别被灌醉4		
酒は飲んでも呑まれるな5	酒可以喝但别被灌醉5		
酒は飲んでも呑まれるな1	酒可以喝但别被灌醉1		
酒は飲んでも呑まれるな2	酒可以喝但别被灌醉2		
酒は飲んでも呑まれるな3	酒可以喝但别被灌醉3		
酒は飲んでも呑まれるな4	酒可以喝但别被灌醉4		
酒は飲んでも呑まれるな5	酒可以喝但别被灌醉5		
酒は飲んでも呑まれるな1	酒可以喝但别被灌醉1		
酒は飲んでも呑まれるな2	酒可以喝但别被灌醉2		
酒は飲んでも呑まれるな3	酒可以喝但别被灌醉3		
酒は飲んでも呑まれるな4	酒可以喝但别被灌醉4		
酒は飲んでも呑まれるな5	酒可以喝但别被灌醉5		
酒は飲んでも呑まれるな 特	酒可以喝但别被灌醉 特		
酒は飲んでも呑まれるな 特	酒可以喝但别被灌醉 特		
酒は飲んでも呑まれるな 特	酒可以喝但别被灌醉 特		
冥界個別握手会	冥界个别握手会		
海の覇者クルちゃん？	海的霸者库尔酱？		
ブラックウーサーズ	黑色兔子团		
ウサウサ投獄	兔兔入狱		
ウサウサ矯正院	兔兔矫正院		
作戦会議	作战会议		
決起集会	誓师集会		
アイドルとファン	偶像与粉丝		
妨害禁止！　割り込み禁止！1	禁止妨碍！禁止插队！1		
妨害禁止！　割り込み禁止！2	禁止妨碍！禁止插队！2		
妨害禁止！　割り込み禁止！3	禁止妨碍！禁止插队！3		
妨害禁止！　割り込み禁止！4	禁止妨碍！禁止插队！4		
妨害禁止！　割り込み禁止！5	禁止妨碍！禁止插队！5		
妨害禁止！　割り込み禁止！1	禁止妨碍！禁止插队！1		
妨害禁止！　割り込み禁止！2	禁止妨碍！禁止插队！2		
妨害禁止！　割り込み禁止！3	禁止妨碍！禁止插队！3		
妨害禁止！　割り込み禁止！4	禁止妨碍！禁止插队！4		
妨害禁止！　割り込み禁止！5	禁止妨碍！禁止插队！5		
妨害禁止！　割り込み禁止！1	禁止妨碍！禁止插队！1		
妨害禁止！　割り込み禁止！2	禁止妨碍！禁止插队！2		
妨害禁止！　割り込み禁止！3	禁止妨碍！禁止插队！3		
妨害禁止！　割り込み禁止！4	禁止妨碍！禁止插队！4		
妨害禁止！　割り込み禁止！5	禁止妨碍！禁止插队！5		
妨害禁止！　割り込み禁止！ 特	禁止妨碍！禁止插队！ 特		
妨害禁止！　割り込み禁止！ 特	禁止妨碍！禁止插队！ 特		
妨害禁止！　割り込み禁止！ 特	禁止妨碍！禁止插队！ 特		
ダブルサンタ決定戦	双圣诞老人决定战		
燃える愛	燃烧的爱		
熱を宿す試練	寄宿热量的试炼		
女王軍ＶＳ教皇軍	女王军VS教皇军		
真のサンタ	真正的圣诞老人		
見慣れた雪害	司空见惯的雪害		
長き恋路	漫长的恋爱之路		
情熱のダブルサンタ	热情的双圣诞老人		
聖夜の準備は超特急で！1	圣夜的准备以超特急进行！1		
聖夜の準備は超特急で！2	圣夜的准备以超特急进行！2		
聖夜の準備は超特急で！3	圣夜的准备以超特急进行！3		
聖夜の準備は超特急で！4	圣夜的准备以超特急进行！4		
聖夜の準備は超特急で！5	圣夜的准备以超特急进行！5		
聖夜の準備は超特急で！1	圣夜的准备以超特急进行！1		
聖夜の準備は超特急で！2	圣夜的准备以超特急进行！2		
聖夜の準備は超特急で！3	圣夜的准备以超特急进行！3		
聖夜の準備は超特急で！4	圣夜的准备以超特急进行！4		
聖夜の準備は超特急で！5	圣夜的准备以超特急进行！5		
聖夜の準備は超特急で！1	圣夜的准备以超特急进行！1		
聖夜の準備は超特急で！2	圣夜的准备以超特急进行！2		
聖夜の準備は超特急で！3	圣夜的准备以超特急进行！3		
聖夜の準備は超特急で！4	圣夜的准备以超特急进行！4		
聖夜の準備は超特急で！5	圣夜的准备以超特急进行！5		
聖夜の準備は超特急で！ 特	圣夜的准备以超特急进行！ 特		
聖夜の準備は超特急で！ 特	圣夜的准备以超特急进行！ 特		
聖夜の準備は超特急で！ 特	圣夜的准备以超特急进行！ 特		
あたたかい海でいたたたい1	在温暖的海里拍拍1		
あたたかい海でいたたたい2	在温暖的海里拍拍2		
あたたかい海でいたたたい3	在温暖的海里拍拍3		
あたたかい海でいたたたい4	在温暖的海里拍拍4		
あたたかい海でいたたたい5	在温暖的海里拍拍5		
あたたかい海でいたたたい1	在温暖的海里拍拍1		
あたたかい海でいたたたい2	在温暖的海里拍拍2		
あたたかい海でいたたたい3	在温暖的海里拍拍3		
あたたかい海でいたたたい4	在温暖的海里拍拍4		
あたたかい海でいたたたい5	在温暖的海里拍拍5		
あたたかい海でいたたたい1	在温暖的海里拍拍1		
あたたかい海でいたたたい2	在温暖的海里拍拍2		
あたたかい海でいたたたい3	在温暖的海里拍拍3		
あたたかい海でいたたたい4	在温暖的海里拍拍4		
あたたかい海でいたたたい5	在温暖的海里拍拍5		
あたたかい海でいたたたい 特	在温暖的海里拍拍 特		
あたたかい海でいたたたい 特	在温暖的海里拍拍 特		
あたたかい海でいたたたい 特	在温暖的海里拍拍 特		
最強はどっちだ	最强是哪边		
洞窟の謎	洞窟之谜		
育児の才能	育儿的才能		
無邪気さは罪ですね	天真无邪是罪呢		
ベビー冥王からの贈り物	来自婴儿冥王的礼物		
突入、ベビータワー	突入、婴儿塔		
聖母ベアトリーチェ	圣母贝阿特丽切		
最上階に待つ者は？	最上层等待之人是？		
大きくなっちゃった1	变大了呢1		
大きくなっちゃった2	变大了呢2		
大きくなっちゃった3	变大了呢3		
大きくなっちゃった4	变大了呢4		
大きくなっちゃった5	变大了呢5		
大きくなっちゃった1	变大了呢1		
大きくなっちゃった2	变大了呢2		
大きくなっちゃった3	变大了呢3		
大きくなっちゃった4	变大了呢4		
大きくなっちゃった5	变大了呢5		
大きくなっちゃった1	变大了呢1		
大きくなっちゃった2	变大了呢2		
大きくなっちゃった3	变大了呢3		
大きくなっちゃった4	变大了呢4		
大きくなっちゃった5	变大了呢5		
大きくなっちゃった 特	变大了呢 特		
大きくなっちゃった 特	变大了呢 特		
大きくなっちゃった 特	变大了呢 特		
誕生、フニャンチェスカ	诞生、软绵绵切斯卡		
フニャンチェスカの理由	软绵绵切斯卡的理由		
女２人、秘密旅	两位女性、秘密之旅		
ネックレスの行方	项链的去向		
道は険しく	道路艰险		
鍵は動きの中に	钥匙在行动之中		
天地人	天地人		
恋とフニャンチェスカ	恋爱与软绵绵切斯卡		
新年の舞	新年之舞		
今年もどうぞよろスラです！1	今年也请多关照史莱！1		
今年もどうぞよろスラです！2	今年也请多关照史莱！2		
今年もどうぞよろスラです！3	今年也请多关照史莱！3		
今年もどうぞよろスラです！4	今年也请多关照史莱！4		
今年もどうぞよろスラです！5	今年也请多关照史莱！5		
今年もどうぞよろスラです！1	今年也请多关照史莱！1		
今年もどうぞよろスラです！2	今年也请多关照史莱！2		
今年もどうぞよろスラです！3	今年也请多关照史莱！3		
今年もどうぞよろスラです！4	今年也请多关照史莱！4		
今年もどうぞよろスラです！5	今年也请多关照史莱！5		
今年もどうぞよろスラです！1	今年也请多关照史莱！1		
今年もどうぞよろスラです！2	今年也请多关照史莱！2		
今年もどうぞよろスラです！3	今年也请多关照史莱！3		
今年もどうぞよろスラです！4	今年也请多关照史莱！4		
今年もどうぞよろスラです！5	今年也请多关照史莱！5		
今年もどうぞよろスラです！ 特	今年也请多关照史莱！ 特		
今年もどうぞよろスラです！ 特	今年也请多关照史莱！ 特		
今年もどうぞよろスラです！ 特	今年也请多关照史莱！ 特		
ふたつの心がひとつになれば1	若两颗心合而为一1		
ふたつの心がひとつになれば2	若两颗心合而为一2		
ふたつの心がひとつになれば3	若两颗心合而为一3		
ふたつの心がひとつになれば4	若两颗心合而为一4		
ふたつの心がひとつになれば5	若两颗心合而为一5		
ふたつの心がひとつになれば1	若两颗心合而为一1		
ふたつの心がひとつになれば2	若两颗心合而为一2		
ふたつの心がひとつになれば3	若两颗心合而为一3		
ふたつの心がひとつになれば4	若两颗心合而为一4		
ふたつの心がひとつになれば5	若两颗心合而为一5		
ふたつの心がひとつになれば1	若两颗心合而为一1		
ふたつの心がひとつになれば2	若两颗心合而为一2		
ふたつの心がひとつになれば3	若两颗心合而为一3		
ふたつの心がひとつになれば4	若两颗心合而为一4		
ふたつの心がひとつになれば5	若两颗心合而为一5		
ふたつの心がひとつになれば 特	若两颗心合而为一 特		
ふたつの心がひとつになれば 特	若两颗心合而为一 特		
ふたつの心がひとつになれば 特	若两颗心合而为一 特		
対空特別戦闘訓練1	对空特别战斗训练1		
対空特別戦闘訓練2	对空特别战斗训练2		
対空特別戦闘訓練3	对空特别战斗训练3		
対空特別戦闘訓練4	对空特别战斗训练4		
対空特別戦闘訓練5	对空特别战斗训练5		
対空特別戦闘訓練1	对空特别战斗训练1		
対空特別戦闘訓練2	对空特别战斗训练2		
対空特別戦闘訓練3	对空特别战斗训练3		
対空特別戦闘訓練4	对空特别战斗训练4		
対空特別戦闘訓練5	对空特别战斗训练5		
対空特別戦闘訓練1	对空特别战斗训练1		
対空特別戦闘訓練2	对空特别战斗训练2		
対空特別戦闘訓練3	对空特别战斗训练3		
対空特別戦闘訓練4	对空特别战斗训练4		
対空特別戦闘訓練5	对空特别战斗训练5		
対空特別戦闘訓練 特	对空特别战斗训练 特		
対空特別戦闘訓練 特	对空特别战斗训练 特		
対空特別戦闘訓練 特	对空特别战斗训练 特		
ナジャはどうして魔術師に？	娜迦为何成为魔术师？		
倉庫に眠るもの	沉睡于仓库之物		
ハイルブロン家の悩み	海尔布隆家的烦恼		
愛すべき魔術師たち	可爱的魔术师们		
虹の谷	彩虹之谷		
水しぶきの彼方に	飞溅水花的彼方		
重なり合う魔力	重叠的魔力		
虹を渡って	跨越彩虹		
続・ライラプス性能試験1	续・莱拉普斯性能测试1		
続・ライラプス性能試験2	续・莱拉普斯性能测试2		
続・ライラプス性能試験3	续・莱拉普斯性能测试3		
続・ライラプス性能試験4	续・莱拉普斯性能测试4		
続・ライラプス性能試験5	续・莱拉普斯性能测试5		
続・ライラプス性能試験1	续・莱拉普斯性能测试1		
続・ライラプス性能試験2	续・莱拉普斯性能测试2		
続・ライラプス性能試験3	续・莱拉普斯性能测试3		
続・ライラプス性能試験4	续・莱拉普斯性能测试4		
続・ライラプス性能試験5	续・莱拉普斯性能测试5		
続・ライラプス性能試験1	续・莱拉普斯性能测试1		
続・ライラプス性能試験2	续・莱拉普斯性能测试2		
続・ライラプス性能試験3	续・莱拉普斯性能测试3		
続・ライラプス性能試験4	续・莱拉普斯性能测试4		
