name	translation	note	status
豊穣カレーが11個必要。「月夜に潜む冥界の懐刀-2」を閲覧する。	需要11个丰饶咖喱。阅览「潜藏月夜的冥界心腹-2」。	修复	done
トミクニ千客万来-1	富国千客万来-1	修复	done
トミクニ千客万来-2	富国千客万来-2	修复	done
銀海老てんぷらが14個必要。「トミクニ千客万来-1」を閲覧する。	需要14个银虾天妇罗。阅览「富国千客万来-1」。	修复	done
至高の美	至高之美	修复	done
お作法	礼仪	修复	done
キモノ暗殺術	和服暗杀术	修复	done
トミクニの猫事情	富国的猫情	修复	done
歩く練習	走路练习	修复	done
世界へ羽ばたく卒業生	飞向世界的毕业生	修复	done
巨影追撃-1	巨影追击-1	修复	done
「巨影追撃-1」をクリアする。	通关「巨影追击-1」。	修复	done
巨影追撃-2	巨影追击-2	修复	done
「巨影追撃-2」をクリアする。	通关「巨影追击-2」。	修复	done
時は有限	时光有限	修复	done
「時は有限」をクリアする。	通关「时光有限」。	修复	done
止まらぬ歩み-1	不止的步伐-1	修复	done
「止まらぬ歩み-1」をクリアする。	通关「不止的步伐-1」。	修复	done
止まらぬ歩み-2	不止的步伐-2	修复	done
「止まらぬ歩み-2」をクリアする。	通关「不止的步伐-2」。	修复	done
雲上の戦い-1	云上之战-1	修复	done
「雲上の戦い-1」をクリアする。	通关「云上之战-1」。	修复	done
雲上の戦い-2	云上之战-2	修复	done
「雲上の戦い-2」をクリアする。	通关「云上之战-2」。	修复	done
琥珀に沈む息	沉于琥珀的呼吸	修复	done
「琥珀に沈む息」をクリアする。	通关「沉于琥珀的呼吸」。	修复	done
炎に抱かれて-1	被火焰拥抱-1	修复	done
「炎に抱かれて-1」をクリアする。	通关「被火焰拥抱-1」。	修复	done
炎に抱かれて-2	被火焰拥抱-2	修复	done
「炎に抱かれて-2」をクリアする。	通关「被火焰拥抱-2」。	修复	done
あなたのためだった	是为了你	修复	done
「あなたのためだった」をクリアする。	通关「是为了你」。	修复	done
また、会いましょう-1	再会吧-1	修复	done
「また、会いましょう-1」をクリアする。	通关「再会吧-1」。	修复	done
また、会いましょう-2	再会吧-2	修复	done
「また、会いましょう-2」をクリアする。	通关「再会吧-2」。	修复	done
チャージセンターのワンタイムコードボタン制御	充值中心的一次性密码按钮控制	修复	done
親愛度が500上昇します。アシュリーにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对阿修莉使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。クリスにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对克丽丝使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ソフィにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对索菲使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ラディスにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对拉蒂丝使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ベアトリーチェにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对贝阿特丽切使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。コトにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对琴使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。クレアにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对克蕾雅使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。パトリシアにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对帕特丽西雅使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。フランチェスカにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对弗兰切斯卡使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ポリンにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对波琳使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。エルミナにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对艾尔米娜使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。セシルにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对塞西尔使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ティセにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对缇赛使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。イリーナにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对伊莉娜使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ファムにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对法姆使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ラウラにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对劳菈使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。クルチャにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对库尔恰使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ヴァレリアにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对瓦蕾莉亚使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。シャロンにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对夏隆使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ウィルにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对薇尔使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ルージェニアにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对露洁妮娅使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。プリシラにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对普莉希拉使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。リディアにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对莉蒂娅使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ギゼリックにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对吉泽莉克使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ナジャにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对娜迦使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。アナスチガルにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对安娜丝奇卡尔使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。フリッカにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对芙莉卡使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。オリヴィエにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对奥莉薇耶使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。アリンにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对艾琳使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。ユーにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对优使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。レーナにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对蕾娜使用，赠送后会播放专用语音。	修复	done
親愛度が500上昇します。アンジェリークにのみ使用でき、プレゼントをすると専用のボイスが再生されます。	好感度上升500。仅能对安洁莉可使用，赠送后会播放专用语音。	修复	done
「復刻：真夏の潜入捜査　光る水面を駆け抜けろ」で獲得できるアイテムです。	是「复刻：盛夏的潜入搜查　奔过闪闪发光的水面」中能获得的物品。	修复	done
季節外れのトミクニ月見チケット	不合时令的富国赏月券	修复	done
「季節外れのトミクニ月見　冥界メイドの本領発揮」で獲得できるアイテムです。	是「不合时令的富国赏月　冥界女仆的本领发挥」中能获得的物品。	修复	done
季節外れのトミクニ月見召喚が実行できる召喚チケットです。	是可以执行「不合时令的富国赏月召唤」的召唤券。	修复	done
アシュリーSSR聖装が1着確定で獲得できる召喚チケットです。※2026/6/11まで使用可能	是确定能获得1件阿修莉SSR圣装的召唤券。※可使用至2026/6/11	修复	done
クルチャSSR聖装が1着確定で獲得できる召喚チケットです。※2026/6/18まで使用可能	是确定能获得1件库尔恰SSR圣装的召唤券。※可使用至2026/6/18	修复	done
2026/4/29までに召喚に登場したSSR聖装が1着確定で獲得できる召喚チケットです。※2026/6/8まで使用可能	是确定能获得1件2026/4/29之前登场过的SSR圣装的召唤券。※可使用至2026/6/8	修复	done
2026/4/29までに召喚に登場したSSR聖装が1着確定で獲得できる召喚チケットです。※2026/6/30まで使用可能	是确定能获得1件2026/4/29之前登场过的SSR圣装的召唤券。※可使用至2026/6/30	修复	done
5月聖装交換券ショップにて任意のSR聖装と交換できる引換券です。※2026/6/30まで使用可能	是在5月圣装交换券商店可以交换任意SR圣装的兑换券。※可使用至2026/6/30	修复	done
ミスティリア聖装券ショップにて任意の秘跡/深憶聖装と交換できる引換券です。※2026/6/14 16:59まで使用可能	是在秘迹圣装券商店可以交换任意秘迹/深忆圣装的兑换券。※可使用至2026/6/14 16:59	修复	done
ビッグ団子スライムクッション	巨大团子史莱姆靠垫	修复	done
「季節外れのトミクニ月見　冥界メイドの本領発揮」の記念家具です。	是「不合时令的富国赏月　冥界女仆的本领发挥」的纪念家具。	修复	done
団子型スライムの大きなクッション。ふかふかでもちもちの触り心地は、トミクニの茶屋で食べたお団子を思わせる仕上がり。	团子型史莱姆的巨大靠垫。软乎乎又糯叽叽的触感，让人想起富国茶屋吃过的团子。	修复	done
深憶盤	深忆盘	修复	done
アシュリー【救世果たす約束の英雄】を累計9着獲得後に冥界銭ショップにて購入可能です。	累计获得9件阿修莉【完成救世的约定英雄】后，可在冥界钱商店购买。	修复	done
旧世界のアシュリー『英雄アルテミア』の活躍を見せた不思議な水盤。水面に触れると《深淵》に眠る記憶が静かに映し出されます。	展示了旧世界阿修莉『英雄阿尔忒弥亚』活跃表现的神奇水盘。触碰水面，便会静静映出沉睡于《深渊》的记忆。	修复	done
クルちゃん海賊団の舵輪	库尔酱海贼团的舵轮	修复	done
クルチャ【大海原に放つ祝砲】を累計9着獲得後に冥界銭ショップにて購入可能です。	累计获得9件库尔恰【向大海原放出的礼炮】后，可在冥界钱商店购买。	修复	done
「この世のお宝はぜーんぶクルちゃんのものだー！」と意気込むパイレーツ・クルチャの船の舵輪。ラブ＆ピースを胸に、いざ出航！	「这世上的宝物全都是库尔酱的啦！」——意气风发的海盗库尔恰的船之舵轮。将爱与和平怀揣心中，起航！	修复	done
ハロウィンのオシャレハンマー	万圣节的时尚锤子	修复	done
リディア【花火打ち上げし大戦鎚】を累計9着獲得後に冥界銭ショップにて購入可能です。	累计获得9件莉蒂娅【发射烟花的大战锤】后，可在冥界钱商店购买。	修复	done
リディアがファウスタの祭りで使ったオシャレなハンマー。カボーチャのような見た目が「ハロウィンっぽい！」と街でも大人気。	莉蒂娅在法乌斯塔祭典上使用的时尚锤子。南瓜般的外观「很有万圣节风格！」在街上也很受欢迎。	修复	done
亡者の悪々戯	亡者的恶作剧	修复	done
敵全員の防御力と魔力をDOWNします。	使敌方全员的防御力与魔力DOWN。	修复	done
巨影追撃	巨影追击	修复	done
やっと山を出られました！　かと思いきや、今<br>度は王都へ迫る巨人！？　と、とにかく巨人を<br>追いかけましょう！　でも、止める手段はある<br>んでしょうか……。	总算出山了！……刚这么想，这次却是逼近王都的巨人！？总之，先追上巨人吧！不过，有办法阻止它吗……。	修复	done
王都で防衛班と合流です！　なんだかとっても<br>久しぶりな感じがしますね。ひとまず再会のハ<br>グを……と、いきたいところですが、まずはロ<br>サリエさんを紹介しなきゃです。	在王都与防卫班汇合！总觉得有种久违的感觉呢。虽然想先来个重逢的拥抱……但首先得介绍一下萝莎莉叶小姐。	修复	done
止まらぬ歩み	不止的步伐	修复	done
巨人を止めるための戦いがついに始まります！<br>作戦はきっと完璧……<br>フラグにならないよう、余計なことは言わない<br>ようにしておきますね。それでは、作戦開始！	阻止巨人的战斗终于要开始了！作战计划一定完美……为了避免立旗，多余的话我就不说了。那么，作战开始！	修复	done
雲上の戦い	云上之战	修复	done
ちょっ、冥王さまー！？　<br>指揮官が前線に出ちゃだめですってー！　なん<br>て言っても、《アイリス》のピンチに駆けつけ<br>てこその冥王さまですよね。地上の戦いはわた<br>したちに任せて、シャロンさんとロサリエさん<br>を助けてあげてください！	等等，冥王大人！？指挥官不能上前线啊！话虽如此，正因为能在《爱丽丝》陷入危机时赶到，才是冥王大人吧。地上的战斗就交给我们，请去帮助夏隆小姐和萝莎莉叶小姐！	修复	done
ついにフリッカさんの時の魔術が発動直前！　<br>勝ちましたね、第４部、完！　なんて言ってた<br>ら、戦場にヤバそうな変化が……まさか、ミュ<br>ルケスさんにも奥の手が……！？	芙莉卡小姐的时之魔术终于要发动了！赢了，第4部，完！——刚这么说，战场上就出现了糟糕的变化……难道，缪露可丝小姐也留了一手……！？	修复	done
炎に抱かれて	被火焰拥抱	修复	done
ぷはっ！？　はぁ、はぁ……いきなり地面に沈<br>んだ時は、どうなるかと思いましたけど……<br>きっと、冥王さまたちがなんとかしてくれたん<br>ですね！　ここまで来たら勝利は目前。最後の<br>踏ん張りどころですよ、みなさん！	噗哈！？呼、呼……突然沉入地面的时候，我还以为会怎样呢……但一定是冥王大人他们设法解决了问题吧！都走到这一步，胜利就在眼前。现在是最后坚持的时候了，各位！	修复	done
巨人が完全に動きを止めました。つ、ついに終<br>わったんですね……いえ、まだ、ロサリエさん<br>とミュルケスさんのことが残ってますね。戦う<br>のはもうやめて、みんなで話し合いましょう。	巨人完全停止了动作。终、终于结束了啊……不，还有萝莎莉叶小姐和缪露可丝小姐的事呢。别再战斗了，大家一起谈谈吧。	修复	done
また、会いましょう	再会吧	修复	done
ロサリエさん、どうして……いったい何を思い<br>出したんですか……？　<br>うう、さっきまでミュルケスさんと戦ってた<br>《アイリス》に、もう力は残ってません……！	萝莎莉叶小姐，为什么……你到底想起了什么……？呜呜，刚才还在和缪露可丝小姐战斗的《爱丽丝》，已经没有力量了……！	修复	done
魔札ハント9	魔札Hunt9	修复	done
イベント「ドラゴンナイトとドラゴンママ　戦友と歩む道」のオープニングです。	是活动「龙骑士与龙妈妈　与战友同行的道路」的开场。	修复	done
イベント「ドラゴンナイトとドラゴンママ　戦友と歩む道」のエンディングです。	是活动「龙骑士与龙妈妈　与战友同行的道路」的结局。	修复	done
イベント「チョコは恋愛魔術！？　愛情渦巻くチョコの塊」のオープニングです。	是活动「巧克力是恋爱魔术！？　爱情漩涡中的巧克力块」的开场。	修复	done
チョコの可能性は無限大！1	巧克力的可能性无限大！1	修复	done
皆さんからチョコの試作品を分けていただきましたよ。今年も一段と気合が入ってますねー！わたしも気合入れて作らないと……「スララララッ！」あれっ、どうしてこんなところに訓練用スライムさんが？　もしかして、甘い匂いにつられてきちゃったんでしょうか。ダメですよっ、これは大事な実験用の素材なんですから！	大家分给了我巧克力的试作品呢。今年也格外有干劲啊！我也得打起精神来制作……「唰啦啦啦！」咦，为什么训练用史莱姆会在这里？难道是闻到了甜味被吸引过来了吗？不行哦，这可是重要的实验用素材！	修复	done
チョコの可能性は無限大！2	巧克力的可能性无限大！2	修复	done
チョコの可能性は無限大！3	巧克力的可能性无限大！3	修复	done
チョコの可能性は無限大！4	巧克力的可能性无限大！4	修复	done
チョコの可能性は無限大！5	巧克力的可能性无限大！5	修复	done
イベント「チョコは恋愛魔術！？　愛情渦巻くチョコの塊」のエンディングです。	是活动「巧克力是恋爱魔术！？　爱情漩涡中的巧克力块」的结局。	修复	done
チョコの可能性は無限大！ 特	巧克力的可能性无限大！ 特	修复	done
29章	29章	修复	done
琥珀に刻む時	刻于琥珀之时	修复	done
29章をクリアしよう。	通关29章吧。	修复	done
出撃から、メインストーリー29章8話「また、会いましょう」をクリアする。	从出击中，通关主线剧情29章8话「再会吧」。	修复	done
29章8話のハードをクリアしよう。	通关29章8话的Hard难度吧。	修复	done
出撃から、メインストーリー29章8話「また、会いましょう」の難易度ハードをクリアする。	从出击中，通关主线剧情29章8话「再会吧」的Hard难度。	修复	done
20章9話のEXハードをクリアしよう。	通关20章9话的EX Hard难度吧。	修复	done
出撃から、メインストーリー20章9話「《深淵》」の難易度EXハードをクリアする。	从出击中，通关主线剧情20章9话「《深渊》」的EX Hard难度。	修复	done
「ふたつの心がひとつになれば1」をクリアしよう。	通关「若两颗心合而为一1」吧。	修复	done
出撃から、追想クエスト「ドラゴンナイトとドラゴンママ」の「ふたつの心がひとつになれば1」をクリアする。	从出击中，通关追想任务「龙骑士与龙妈妈」的「若两颗心合而为一1」。	修复	done
「チョコの可能性は無限大！1」をクリアしよう。	通关「巧克力的可能性无限大！1」吧。	修复	done
出撃から、追想クエスト「チョコは恋愛魔術！？」の「チョコの可能性は無限大！1」をクリアする。	从出击中，通关追想任务「巧克力是恋爱魔术！？」的「巧克力的可能性无限大！1」。	修复	done
いずれかの学園施設で310回訓練する	在任意学园设施训练310次	修复	done
いずれかの学園施設で330回訓練する	在任意学园设施训练330次	修复	done
GWキャンペーンミッションを40個達成しよう	达成GW活动任务40个吧	修复	done
GWキャンペーンミッションを40個達成する	达成GW活动任务40个	修复	done
GWキャンペーンミッションを60個達成しよう	达成GW活动任务60个吧	修复	done
GWキャンペーンミッションを60個達成する	达成GW活动任务60个	修复	done
「お月見団子」を累計2600個集めよう	累计收集「赏月团子」2600个吧	修复	done
「お月見団子」を累計2600個集める	累计收集「赏月团子」2600个	修复	done
「お月見団子」を累計4400個集めよう	累计收集「赏月团子」4400个吧	修复	done
「お月見団子」を累計4400個集める	累计收集「赏月团子」4400个	修复	done
「お月見団子」を累計10800個集めよう	累计收集「赏月团子」10800个吧	修复	done
「お月見団子」を累計10800個集める	累计收集「赏月团子」10800个	修复	done
「お月見団子」を累計24300個集めよう	累计收集「赏月团子」24300个吧	修复	done
「お月見団子」を累計24300個集める	累计收集「赏月团子」24300个	修复	done
「お月見団子」を累計38000個集めよう	累计收集「赏月团子」38000个吧	修复	done
「お月見団子」を累計38000個集める	累计收集「赏月团子」38000个	修复	done
「お月見団子」を累計54400個集めよう	累计收集「赏月团子」54400个吧	修复	done
「お月見団子」を累計54400個集める	累计收集「赏月团子」54400个	修复	done
「お月見団子」を累計67300個集めよう	累计收集「赏月团子」67300个吧	修复	done
「お月見団子」を累計67300個集める	累计收集「赏月团子」67300个	修复	done
「お月見団子」を累計83000個集めよう	累计收集「赏月团子」83000个吧	修复	done
「お月見団子」を累計83000個集める	累计收集「赏月团子」83000个	修复	done
「お月見団子」を累計95200個集めよう	累计收集「赏月团子」95200个吧	修复	done
「お月見団子」を累計95200個集める	累计收集「赏月团子」95200个	修复	done
「お月見団子」を累計109600個集めよう	累计收集「赏月团子」109600个吧	修复	done
「お月見団子」を累計109600個集める	累计收集「赏月团子」109600个	修复	done
「お月見団子」を累計125600個集めよう	累计收集「赏月团子」125600个吧	修复	done
「お月見団子」を累計125600個集める	累计收集「赏月团子」125600个	修复	done
「お月見団子」を累計144000個集めよう	累计收集「赏月团子」144000个吧	修复	done
「お月見団子」を累計144000個集める	累计收集「赏月团子」144000个	修复	done
「お月見団子」を累計164800個集めよう	累计收集「赏月团子」164800个吧	修复	done
「お月見団子」を累計164800個集める	累计收集「赏月团子」164800个	修复	done
「お月見団子」を累計188800個集めよう	累计收集「赏月团子」188800个吧	修复	done
「お月見団子」を累計188800個集める	累计收集「赏月团子」188800个	修复	done
「お月見団子」を累計232000個集めよう	累计收集「赏月团子」232000个吧	修复	done
「お月見団子」を累計232000個集める	累计收集「赏月团子」232000个	修复	done
「お月見団子」を累計284000個集めよう	累计收集「赏月团子」284000个吧	修复	done
「お月見団子」を累計284000個集める	累计收集「赏月团子」284000个	修复	done
「お月見団子」を累計325600個集めよう	累计收集「赏月团子」325600个吧	修复	done
「お月見団子」を累計325600個集める	累计收集「赏月团子」325600个	修复	done
「お月見団子」を累計372000個集めよう	累计收集「赏月团子」372000个吧	修复	done
「お月見団子」を累計372000個集める	累计收集「赏月团子」372000个	修复	done
「お月見団子」を累計425600個集めよう	累计收集「赏月团子」425600个吧	修复	done
「お月見団子」を累計425600個集める	累计收集「赏月团子」425600个	修复	done
「お月見団子」を累計487200個集めよう	累计收集「赏月团子」487200个吧	修复	done
「お月見団子」を累計487200個集める	累计收集「赏月团子」487200个	修复	done
「お月見団子」を累計557600個集めよう	累计收集「赏月团子」557600个吧	修复	done
「お月見団子」を累計557600個集める	累计收集「赏月团子」557600个	修复	done
「お月見団子」を累計2784000個集めよう	累计收集「赏月团子」2784000个吧	修复	done
「お月見団子」を累計2784000個集める	累计收集「赏月团子」2784000个	修复	done
復刻：真夏の潜入捜査　光る水面を駆け抜けろ	复刻：盛夏的潜入搜查　奔过闪闪发光的水面	修复	done
季節外れのトミクニ月見　冥界メイドの本領発揮	不合时令的富国赏月　冥界女仆的本领发挥	修复	done
お月見団子	赏月团子	修复	done
復刻：真夏の潜入捜査	复刻：盛夏的潜入搜查	修复	done
季節外れのトミクニ月見	不合时令的富国赏月	修复	done
<ビッグ団子スライム>討伐実績	<巨大团子史莱姆>讨伐实绩	修复	done
冥王さまの隣がわたしの居場所です。ずっとずっと前から、一緒にいるような気持ちになって……すっごく落ち着くんです	冥王大人的身边就是我的归宿。感觉从很久很久以前就一直在一起……非常令人安心。	修复	done
あの、手を握っててもいいですか？　冥王さまの存在を感じてれば、寂しくありませんから	那个，可以握着手吗？只要能感受到冥王大人的存在，就不会寂寞。	修复	done
ユー　親愛の記憶8-2	优　好感度记忆8-2	修复	done
29章　琥珀に刻む時	29章　刻于琥珀之时	修复	done
29章1話　巨影追撃	29章1话　巨影追击	修复	done
29章2話　時は有限	29章2话　时光有限	修复	done
29章3話　止まらぬ歩み	29章3话　不止的步伐	修复	done
29章4話　雲上の戦い	29章4话　云上之战	修复	done
29章5話　琥珀に沈む息	29章5话　沉于琥珀的呼吸	修复	done
29章6話　炎に抱かれて	29章6话　被火焰拥抱	修复	done
29章7話　あなたのためだった	29章7话　是为了你	修复	done
29章8話　また、会いましょう	29章8话　再会吧	修复	done
追撃者	追击者	修复	done
巨影討伐	巨影讨伐	修复	done
長い苦闘の果てに	在漫长苦斗的尽头	修复	done
お月見団子、配膳完了！	赏月团子，上菜完成！	修复	done
世界／融和	世界／融和	修复	done
味方全体の攻撃・防御・魔力・敏捷・幸運のパラメータ25%とダメージ上限が20000増加し、ユーの回復上限が100000増加します。	己方全体的攻击・防御・魔力・敏捷・幸运的属性参数25%与伤害值上限增加20000，优的回复上限增加100000。	修复	done
侵食／記憶	侵蚀／记忆	修复	done
敵全体の必殺技・スキルの威力が50%減少（必殺技・スキルの威力減少効果は加算されず、最も高い効果値のみ発動）します。	敌方全体的必杀技・技能威力减少50%（必杀技・技能威力减少效果不叠加，仅发动最高的效果值）。	修复	done
馥郁たる果実	馥郁果实	修复	done
発動から1ターン後、ランダムな敵単体にダメージ上限5万の魔力無視かつ魔法ダメージ軽減無視の金紋タイプの魔法攻撃とランダムな味方単体に回復上限5万のHP回復を行う。同時に5つまで付与することができます。	发动后1回合，对随机敌方单体造成伤害上限5万的魔力无视且魔法伤害减轻无视的金纹Type魔法攻击，并对随机己方单体进行回复上限5万的HP回复。最多可同时赋予5个。	修复	done
